æ	(málfr.)vowelordiphthong; (called seinna æ /æa/)
ævintýramaður	adventurer; (gjøðingur) daredevil; (vera ævintýramaðureis.)live by one's wits; (um konufólk) adventuress
ævintýrari	síævintýramaður
ævintýrarithøvundur	writer of fairy-tales
ævintýraskemtileikur	(uml.)fairy play, romantic comedy
ævintýrbók	book of fairy-tales
ævintýrdámur	fairy-tale colour, fairy-tale atmosphere;bókin hevur eisini ævintýrdám við tað atthe book does also have a fairy-tale atmosphere as
ævintýrdrotning	fairy-tale queen
ævintýrferð	fara ævintýrferð go in search of adventure; seek adventures
ævintýrheimur	fairyland, wonderland, otherworld
ævintýrhending	fantasticel.incredible event, fairy-tale event
ævintýrhugaður	adventurous
ævintýrhugflog	air of fantasy, having an adventurous side
ævintýrhugur	love of adventure, adventurousness;(niðr.)adventurism
ævintýrkendur	unreal, like sth out of a fairy-tale;eitt ævintýrkent landa country like sth out of a fairy-tale;ævintýrakendir tilburðirfantastic/incredible events
ævintýrland	fairyland, wonderland, otherworld
ævintýrligur	1unreal, like sth out of a fairy-tale; (ófatiligur) fantastic; (óvanliga stórur) extraordinary, exceptional, prodigious, fabulous(t.d.sum of money; price); (ótrúligur) incredible; (frálíkur) marvellous, wonderful; (gjøðin/dittin/forsin) crackpot, crackbrained(t.d.a crackbrained plan, a crackbrained enterprise),ævintýrlig søgaromance2[sumhj]ævintýrliga; -ly(t.d.fabulously rich; incredibly stupid; marvellously well done);hon segði frá, hvussu ævintýrliga sær hevði gingistshe told them about the fantastic experience she had had
ævintýrlongsil	love of adventure, adventurousness
ævintýrmikil	síævintýrakendur
ævintýrprinsessa	fairy-tale princess
ævintýrprinsur	fairy-tale prince
ævintýrskaldsøga	novel of adventure
ævintýrspæl	adventure game
ævintýrsøga	(uppliving) adventure; (søga) fairy-tale, nursery-tale, story, tale; (tjóðævintýr) folktale, märchen
æviskeið	lifetime;tað starvið skuldi hann hava alt æviskeið sítthe had that position all his life
ævistarv	permanent post
ævisøga	biography, life; síeis.sjálvsævisøga
ævisøguligur	biographical
ævugur	(sj.)síævigur
