т.	1.това́рищ2.том3.то́нна4.телефо́н5.тира́ж6.то́чка7.ты́сяча
Тбили́си	m indeclTbilisi [tʰiꞋpliːsi]м нескл.(inntil 1936Тифли́с)
ТБО	[тэ-бэ-о́]plur indeclтвёрдые бытовы́е отхо́ды fast húsarhaldsburturkast [-hal̥s-]с0о
ТВ	[тэ-вэ́]n indeclsjónvarpс0о{a/ø}
тварь	f1.gml.(существо) skapningur [skapn-]мсогл-ar(livandi vera)2.illb.(подлый человек) beistс0о, svínс0о@тут вся́кой тва́ри по па́реtlm., skemt.(bæði) líkt og ólíkt
тверде́ть	тверде́|ет, ~ютipf(pfзатверде́тьзатверде́|ет, ~ют) harðna [haɹna]aði; storkna [stɔʂna]aði(застыть и др.)
тверди́ть	твержу́, тверд|и́шь, ~я́тipf(pfзатверди́тьзатвержу́, затверд|и́шь, ~я́т)1.о чём-л., что-л.(говорить одно и то же) takaслнó-ó-io-tuppaftur [-tː-]; júkaaðio-t, jabbaaðio-t, jabbaaðiog sjabbaaðium o-t, meylaaðium tað sama2.что-л.(с целью заучить) terpaaðio-t3.кому-л. что-л.(наставлять) leggjaнепрo-m o-teina við
твёрдо	Istf n avтвёрдыйIIadvvæl (хорошо); vist (уверенно); stinniliga (непоколебимо),sbr.твёрдый; твёрдо держа́ться vera stinnur, standa stinnur; твёрдо реши́ть taka eina fasta avgerð; сказа́тьчто-л.твёрдо sigao-tavgjørt; твёрдо стоя́ть на своём haldaслнe-i-ifast við sítt; твёрдо рассчи́тыватьна что-л.rokna heilt vist við o-m; я в э́том твёрдо уве́рен eg eri púra vísur í tí, eg eri heilt vísur í tí, eg eri púra sikkurннкupp á tað, eg eri heilt sikkurннкupp á tað; твёрдо знать vita við vissu; твёрдо вы́учитьчто-л.lærao-tvæl og virðiliga, lærao-tordiligaннк
твёрдовалю́тный	adjsum er í harðari valuta [-ˈluː-]ннкпроф., sum er í hørðum gjaldoyraнп
твердока́менный	stfтвердока́мен|ен, ~на, ~но, ~ноadjóvikandi [-Ꞌviː-]глandi, stinnurсогл
твердоло́бый	stfтвердоло́б, ~а, ~о, ~ыadj1.(тупой,глупый) býtturсогл, tápiligurглigur2.(упорно консервативный) stokkonservativurсогл, svarturсогл{a/ø}+сущ., прл.
твёрдость	f1.(ктвёрдый 1, 2) harðheitж0-ir,síтвёрдый1; fastleikiмгл-i,síтвёрдый22.(стойкость,решимость) fastleikiмгл-i,, stinnleikiмгл-i,; твёрдость viljastyrki
твёрдый	твёрд, тверда́, твёрдо, твёрдыogтверды́;compтвёржеadj1.(немягкий) harðurсогл{a/ø}; твёрдый как ка́мень grótharður2.(нежидкий) fasturсогл{a/ø}(ikki flótandi); твёрдое те́ло fast likam; твёрдое состоя́ние вещества́ fastur formur hjá [tʃʰ-] evni3. (стойкий) stinnurсогл, fasturсогл{a/ø}; он оста́лся твёрд hann stóð stinnur; твёрдая во́ля sterkur vilji4.(устойчивый) fasturсогл{a/ø}; sum ikki broytist (неизменный) ; hollur [-tl-]согл1{+}(прочный); óvikandi [-Ꞌviː-]глandi, avgjørdurсогл((непоколебимый; орешении, убеждении); твёрдая опо́ра fastur stuðul; твёрдые привы́чки fastir vanar; твёрдые зна́ния hollur kunnleiki; твёрдый курс fastur kursur5.(отчётливый) klárurсогл, greiðurгл(um minni o.a.); твёрдая па́мять klárt minni6.bert stf в чём-л.tlm.(сведущий) stinnurсогл(dugnaligur), sum dugir væl; он твёрд во францу́зском hann er stinnur í fronskum, hann dugir væl í fronskum7.(о согласном) harðurсогл{a/ø}(ikki palataliseraður) (um russ. hjáljóð); твёрдое «л» hart «l»@твёрдый знакhart tekn [tʰεkn] (bókstavurin«ъ»);име́ть твёрдую по́чву под нога́миhava fast undir føtiпог.=>валюта1,здра́вый2,состоя́ние2,убежде́ние2,цена́1
тверды́ня	1.gml.,hátíð.(крепость) virkiсгл-i, skansiмгл-i2.fl.(оплот) háborgж0-ir; vørnж0-irвыс., verndж0-ir(оплот)
тверк	mtwerk [tʰvœːɹ̥k]с нескл
твёрк	m síтверк
тверкинг	m síтверк
Тверо́	m indeclTvøroyriжгл-i; в Тверо́ til Tvøroyrar, á Tvøroyri; в Тверо́ á Tvøroyri
Тверь	Dat,PrpТвери́fTverм0{дат.0}(1931-1990Кали́нин)
твид	mtweed {ред.tvid} [tʰviːt]с0o{дат.0}
тви́довый	adjtweed- {ред.tvid-} [tʰviːt-]
твинде́к	[-дэ́к]mskip.millumdekk [-tl-]с0о
твист	mtvistм нескл, twist [tʰvɪ-]м нескл(dansur)
твит	mtweet [tʰviːt]соо{0>};снепр
тви́тнуть	тви́тн|у, ~ешь, ~утpf(что-л.) sendair(d)(o-t)á Twitter [tʰvIʰtːεɹ], skrivaaði(o-t) á Twitter [tʰvɪʰtːεɹ]; twitta[tʰvɪʰtːa]aði(o-t)неформ.
т-во	това́рищество felag
твой1	Ipron posstín, hjá [tʃʰ-] tærили переводится другими посессивными конструкциями; твой брат beiggi tín; твоя́ сестра́ systir tín; твой оте́ц pápi tín; твои́ кни́ги bøkurnar hjá tær; bøkur tínarкн., выс.; э́то твой каранда́ш, а не мой hetta er blýanturin hjá tær, ikki mín; hetta er tín blýantur, ikki mínII 1.ntítt; э́то твоё tú eigur hetta; hetta er títt; всё моё - твоё alt, sum eg eigi, er títt; он забра́л всё твоё hann hevur tikið alt, sum tú eigur2.mtlm.(муж,жених) hann sjálvur (hjá [tʃʰ-] tær)неформ.(maður,drongur)3.ftlm.(жена,невеста) hon sjálv (hjá [tʃʰ-] tær)неформ.(kona,genta)4.plur(родные) tíni; как пожива́ют твои́? hvussu hava tey tað; приве́т твои́м heilsa heima@с твоёóvkm.líka nógv sum tú;твоя́ взяла́tú hevur vunnið
творе́ние	n1.(созидание) skapanж0-ir2.hátíð.(произведение) verkс0о3.gml.(существо) skapningur [skapn-]мсогл-ar
Творе́ц1	IGen, AccТворца́mrel.Skaparinмгл-ariопр.
творе́ц2	IIGen, Accтворц|а́; plur~ы́, ~о́в, ~а́мmhátíð.skapariмгл-ari(o-r,ið skapar o-t)
твори́тельный	adj:твори́тельный паде́ж instrumentalis [-Ꞌtʰaː-]с нескл., tólfall [-tl]лпс0о{a/ø}
твори́ть1	Iтвор|ю́, ~и́шь, ~я́тipf(pfсотвори́тьсотвор|ю́, ~и́шь, ~я́т)что-л.1.(создавать) skapaaði;ar(t)o-t2.(совершить) geraнепрo-t, fremjaur(d){e/a}{+}o-t; твори́ть судgml.døma =>ве́датьII 1,чу́доI 1
твори́ть2	IIтвор|ю́, ~и́шь, ~я́тipf(pfзатвори́тьзатвор|ю́, ~и́шь, ~я́т)что-л.(приготовлять) eltair(t)o-t; knoða [kʰnuːwa], [kʰnoːa]aðio-t(ос. тесто для лепёшек,рыбу для рыбных котлет); твори́ть и́звесть leskaaðikálk
твори́ться	ipf síсотвори́ться
тво́рог	Genтво́рога, тво́рогуm slag av osti úr undirlagdari mjólk; ≈ kosturмсогл-ir
творо́г	Genтворога́, творогу́m síтво́рог
творо́жистый	stfтворо́жист, ~а, ~о, ~ыadjysturсогл, undirlagdurсогл{a/ø}
творо́жник	m slag av pannukaku úr deiggi viðтво́рог (sí)o.ø.
творо́жный	adj adj tilтво́рог (sí); творо́жный сыр kosturмсогл-ir
тво́рчески	advskapandi; kreativt [kʰɹeːatʰiːft]инт
тво́рческий	adjskapandiглandi; тво́рческая де́ятельность skapandi virksemi; тво́рческий ве́чер a) (музыканта,артиста) koncert {konsert} [-Ꞌsε-]ж0-ir(hjá sangara o.ø.); b) (писателя) upplesturм0осн-ar,-ar;-s,-ar(av egnum verkum); тво́рческая си́ла skapandi kraft; его́ тво́рческий путь поэ́та hansara vegur sum yrkjari, hansara menningж0-arsum yrkjari; тво́рческий о́тпуск farloyvi (til gransking o.tíl.); frísemesturс0осн; fríárс0о(годичный); тво́рческая командиро́вка námsferðж0-ir; kanningarferðж0-ir, rannsóknarferðж0-ir; тво́рческое объедине́ние (в кино) framleiðslubólkurмсогл-ar(í filmsframleiðslu); тво́рческий коллекти́в team [tʰiːm]ннкс0о, arbeiðsbólkurмсогл-ar
тво́рчество	n1.(деятельность) gerðж0-ir, skapanж0-ir; нау́чное тво́рчество vísindaligt arbeiðiсгл-o; skaldskapur [skals-]мсогл-ir, yrking (писателя,поэта); listж0-ir(художника и др.)2.(совокупность созданного) verkс0о; verkс0омн; литерату́рное тво́рчество ritverk, høvundaverk; поэти́ческое тво́рчество skaldaverk; наро́дное тво́рчество fólkalist =>верши́на2
твоя́	síтвой
ТВ-шо́у	[тэ-вэ-]n indecl síтелешо́у
т.е.	то есть t.e., tað er
те1	Iplur síтот
те2	IIpartóvkm.hygga síggj!; вот те раз! hygga síggj!; угова́ривает его, да куда́ те! hann roynir at yvirtala hann, men hvat kemur burtuúr [-Ꞌʉuɹ]?; вот те и пожа́луйста! har skalt tú síggja!; tað skal eg halda við!
теа́тр	m1.(помещение и т.п.) sjónleikarhúsнпс0о, leikhúsнпс0о, teatur [-Ꞌaː-]ннкс0осн(б.ч. о нефарерских театрах); о́перный теа́тр operaжгл-a;0-ir2.(искусство) leiklistнпж0-ir, teatur [-Ꞌaː-]ннкс0оснпроф.@теа́тр вое́нных де́йствийstríðsvøllur [-tl-]мсогл-ir{ø/a}, vígvøllur [-tl-]мсогл-ir{ø/a};анатоми́ческий теа́трgml.anatomiskt [aːnaꞋtʰo-ː] teatur [-Ꞌaː-]с0оснспец., ред.
театра́л	mleikhúsgesturмсогл-s,-ir;o-r, sum gongur nógv til sjónleik
театрализа́ция	fdramatisering [tɹamatʰiꞋseː-]ж0a-r(gerð til sjónleik)
театрализова́ть	театрализу́|ю, ~ешь, ~ютipf/pf что-л.dramatisera [tɹamatiꞋseː-]aðio-t(gera til sjónleik)
театра́льный	stfтеатра́лен, театра́льн|а, ~о, ~ыadj1.bert lf(ктеа́тр 1) sjónleika-, leik-, teatur- [-Ꞌaː-]ннк; театра́льное иску́сство leiklist; театра́льная кри́тика sjónleikaummælirмн, teaturkritikkur [-Ꞌaː-]проф.2.(наигранный) uppgjørdurсогл, keiputurсогл; teatralskur [tʰeːaꞋtʰɹaː-]ннксоглsk=>бино́кль,сезо́н2
театра́льщина	ftlm.fortugdar [-Ꞌtʰʊ-] spælilótirж0-irмн(í sjónleiki o.tíl.)
театрове́д	mserfrøðingurмсогл-arí leikhússøguкн.
театрове́дение	nleikhússøgaжгл-aкн.
тебе́	Dat, Prp síты
тебя́	Gen, Acc síты
тевто́н	mteutonur [tʰεuꞋtʰoː-]мсогл-ar, tevtoni [tʰεuꞋtʰoː-]мгл-i
тевто́нский	adjteutonskur [tʰεuꞋtʰoː-], tevtonskur [tʰεuꞋtʰoː-]@тевто́нский о́рденsøg.Týski (riddara)ordaninннкм0-irопр.проф., Týska riddaralagiðлпс0o{a/ø}опр.
тевя́к	Gen, Accтевяк|а́; plur~и́, ~о́в, ~а́мm(Halichoerus grypus) láturkópurмсогл-ar
тег	[тэг]m эвмtag [tʰakː]с0o;с0{+}, taggс0o(в мн тж употребляетсяtags [tʰaks])
Тегера́н	mTeheranм0{дат.0}
Те́жу	[тэ-]f indeclTejo [tʰεʃːo]ж нескл.
Тезе́й	[тэзэ́й]mmyt.síТесе́й
те́зис	[тэ́-]m1.(положение) tesaжгл-a2.filos.(первая стадия процесса развития) tesaжгл-a3.mest plur(основные пункты) høvuðspunktс0oмн
тёзка	plurтёз|ки, ~ок, ~камf/mnavniмгл-i(о мужчине); navnaжгл-a(о женщине); он мне {мой} тёзка vit eru navnar
теи́зм	[тэ-]mteisma [tʰeꞋi-]жгл-a
теи́ст	[тэ-]mteistur [tʰeꞋi-]мсогл-ar
тёк	pret m avтечь I
тек..	теку́, теку́т pres avтечь I
теки́ла	ftequila [tʰeˈkʰiː-]с0гл
текст	mteksturмсогл-s,-ir; orðс0о(til løg) (к музыке)
тексти́ль	m kolltekstilvørur [-Ꞌtʰiːl-]жгл-aмн
тексти́льный	adjklædna-, tekstil- [-Ꞌtʰiːl-]; тексти́льная промы́шленность klædnaídnaður
тексти́льщик	mklædnaarbeiðariмгл-ari
тексти́льщица	fklædnaarbeiðariмгл-ari(konufólk)
текстово́й	advtekst-
те́кстовый	adj síтекстово́й
тексто́лог	mtekstkritikari [-kʰɹɪʰtɪʰk-]мгл-ari
текстоло́гия	ftekstkritikkurмсогл-ar
текстуа́льный	stfтекстуа́лен, текстуа́льн|а, ~о, ~ыadj1.(дословный) orðarætturсогл{æ/ø}2.(относящийся к тексту) tekst-, í teksti
тексту́ра	fteksturur [-ˑtʰuː-]мсогл-arспец.
текто́ника	ftektonikkur [-Ꞌnɪʰkː-]мсогл-arспец.
тектони́ческий	adjtektoniskur [-Ꞌtʰoː-]соглskспец.
теку́честь	f1.fys.(способность изменять форму) fluiditetur [-Ꞌtʰeː-]мсогл-s,-irспец.2.fl.(непостоянность) útskiftingж0-ar, gjøgnumtrekkс0онеформ.; у них больша́я теку́честь ка́дров har er stór útskifting av starvsfólki
теку́чий	stfтеку́ч, ~а, ~е, ~иadj1.bert lffys.(не твёрдый) flótandiглandi2.bert lf(о воде) rennandiглandi(um vatn)3.fl(непостоянный) skiftandiглandi, óstøðugurглugur, óstabilurннксогл
теку́чка	plurтеку́ч|ки, ~ек, ~камftlm.,atf.gerandissjaggс0о
теку́щий	Ipartic avтечьIIadj1.(настоящий,о времени) hesin; aktuellur [-Ꞌεlː-]согл(актуальный); в теку́щем году́ í hesum ári; теку́щего ме́сяца henda mánaðin [mɔanan];теку́щий моме́нт støðan beint nú; теку́щие зада́чи aktuellar uppgávur2.(повседневный) leypandiглandiбухг.,спец.;теку́щие расхо́ды leypandi útreiðslur; теку́щие дела́ leypandi forrætningar [-Ꞌra-]; теку́щий ремо́нт leypandi umvælingar =>счётB 2
тел.	телефо́н tlf., telefon [tʰeːlɪꞋfoːn]
теле...	í samans1.телевизио́нный sjónvarps-2.fjar-, tele- [tʰeːlɪ-]
телеба́шня	plurтелеба́ш|ни, ~ен, ~нямfsjónvarpstornс0о
телеведу́щая	fsjónvarpsverturмсогл-s,-ir(konufólk), sjónvarpsvertinna [-ɪnta], [-ɪnːa]нпжгл-a
телеведу́щий	msjónvarpsverturмсогл-s,-ir
телеви́дение	nsjónvarpс0о{a/ø}; по телеви́дению í sjónvarpinum =>переда́ть10,цветно́й1
телевизио́нный	adjsjónvarps-, fjernsyns-ннк(б.ч. о нефарерском телевидении); телевизио́нная переда́ча sjónvarpssending
телевизио́нщик	msjónvarpsmaðurмнепр
телеви́зор	msjónvarpс0о{a/ø}(apparat), sjónvarpstólс0о; смотре́ть телеви́зор hyggja at sjónvarpi; смотре́тьчто-л.по телеви́зору hyggjaat o-mí sjónvarpinum
телеви́зорный	adjsjónvarps- (apparat), fjernsyns- [-syː-]ннк
теле́га	f1.(повозка) hestavognurмсогл-ar(við fýra hjólum), kerraжгл-a(við fýra hjólum)2.óvkm.,atf.(жалоба) (skrivlig) kæraжгл-a, (skrivlig) klaga [kʰlεava]жгл-a; наката́ть теле́гуна кого-л.kæraaðio-n=>колесо́@
телегра́мма	ftelegramm [-Ꞌkɹamː]с0о(;0-ir), fjarrit [fjaɹriːt]нпс0о; дать {посла́ть} телегра́мму senda eitt telegramm; телегра́мма-мо́лния snartelegramm [snεaɹ-], snarfjarritнп=>отби́ть7,поздрави́тельный,сро́чный1
телегра́ф	m1.(система связи) telegrafur [-Ꞌkɹaː-]мсогл-ar; по телегра́фу við telegrafi, telegrafiskt [-Ꞌkɹaː-]; посла́тьчто-л.по телегра́фу telegrafera [-Ꞌfeː-]aðio-t2.(учреждение) telegrafstøðж0-ir
телеграфи́ровать	телеграфи́ру|ю, ~ешь, ~ютipf/pf что-л.telegrafera [-Ꞌfeː-]aðio-t, fjarrita [fjaɹr-]нпaðio-t
телеграфи́ст	mtelegrafistur [-Ꞌfɪ-]мсогл-ar, fjarritari [fjaɹr-]нпмгл-ari
телеграфи́стка	plurтелеграфи́ст|ки, ~ок, ~камftelegrafistur [-Ꞌfɪ-]мсогл-ar, fjarritari [fjaɹr-]нпмгл-ari(konufólk)
телеграфи́я	ftelegrafi [-Ꞌfiː-]ж0-ir, fjarriting [fjaɹr-]ннкж0-ar
телегра́фный	adjtelegraf- [-Ꞌkɹaːf-], telegrafiskur- [-Ꞌkɹaːf-]; телегра́фный аппара́т telegrafur [Ꞌkɹaːf-]мсогл-ar(apparat); телегра́фный стиль telegrammstílur [-Ꞌkɹam-] =>аге́нтство1,бланк
теледеба́ты	m plursjónvarpsskjakс0о
теледи́ва	f fjm.. hát.væl umtóktur sjónvarpsverturмсогл-s,-ir(konufólk), væl umtókt sjónvarpsvertinna [-ɪnta]ннк, [-ɪnːa]нпжгл-a
теле́жка	plurтеле́ж|ки, ~ек, ~камf1.dim avтеле́га2.(небольшая повозка) vognurмсогл-ar(av ym. sløgum); innkeypsvognur (в магазине самообслуживания); bagasjuvognur [-Ꞌkaː-]ннк, viðførisvognurнп(ручная,для багажа)3.tekn.(крана и др.) undirvognurмсогл-ar(undir krana o.tíl.)
телезри́тель	m(sjónvarps)hyggjariмгл-ari
телеинтервью́	n indeclsjónvarpsviðtalс0о{a/ø}
телека́мера	fsjónvarpskamera [-kʰaː-]ннкс0гл-aпроф., sjónvarpsmyndatólнпс0о
телекине́з	[-нэ́з]m(í parapsykologi) telekinesa [tʰeːlɪkʰiˈneː-]интжгл-aспец., ред.
телекли́п	msjónvarpsklippс0о
телекоммуникацио́нный	adjfjarskiftis- [fjaɹ̥-]
телекоммуника́ция	ffjarskifti [fjaɹ̥-]сгл-i
телекомпа́ния	fsjónvarpsfelagс0о{a/ø}(sum framleiðir el. sendir sjónvarpstilfar)
телеконфере́нция	fvideofundur [viːteo-]мсогл-ar, videokonferansa [viːteo-]ннкжгл-aпроф.
телекорифе́й	mvæl umtóktur sjónvarpsverturмсогл-s,-ir
те́лекс	m1.(устройство) teleks {telex}с0о(apparat); по те́лексу um teleks, sum teleks; передава́ть по те́лексу senda teleks2.(сообщение) teleks {telex}с0о(boðini)
телемарафо́н	m drúgv sjónvarpssending ella røð av sendingum(ofta við vælgerandi endamáli)
телемедици́на	ftelemedicin [-siːn]с0оспец., fjarlæknafrøðiлпжгл-iспец.
телеметри́ческий	mtelemetriskur [-Ꞌmeː-]соглskспец., fjarmálara-спец.
телеметри́я	ftelemetri [-Ꞌtʰɹiː]ж0-irспец., fjarmálingж0-arспец.
телемеха́ника	ffjarstýringж0-ar
телемехани́ческий	adjfjarstýring(ar)-
телёнок	Gen, Accтелёнка; plurтеля́т|а, ~, ~амmkálvurмсогл-ar=>Мака́р@
телеобъекти́в	mtelelinsaжгл-а
телеологи́ческий	adjteleologiskur [-Ꞌloːk-]соглsk
телеоло́гия	fteleologi [-Ꞌkiː]ж0-ir
телепа́т	m tlm. fólk við telepatiskum gávum
телепати́ческий	adjtelepatiskur [-Ꞌpʰaː-]интсогл, tankaflutnings- [tʰaŋ̊k-]лп, tankayvirføring- [tʰaŋ̊k-]ннк
телепа́тия	ftelepati [-Ꞌtʰiː]интс0о{дат.0};ж0оtankaflutningur [tʰaŋ̊k-]лпмсогл-ar, tankayvirføring [tʰaŋ̊k-]ннкж0-ar
телепереда́тчик	fsjónvarpssendariмгл-ari
телепереда́ча	fsjónvarpssendingж0-ar
телеприёмник	msjónvarpс0о{a/ø}(apparat), sjónvarpstólнпс0о
телеприста́вка	plurтелеприста́в|ки, ~ок, ~камfset-top box [sεʰtː tʰɔʰpː pɔʰks]ж0-irтехн.
телепро́мптер	[-тэр]mtelepromptari [tʰeːlɪpʰɹɔm̊t-]мгл-ari
телерадиовеща́ние	nkringvarpс0o, kringvarpingж0-ar
телерекла́ма	fsjónvarpslýsingжгл-a, sjónvarpsreklama [-laː-]интж0-ar
телеса́	теле́с, телеса́мn plurtlm.,skemt.bulurмсогл-ar(førur kroppur)
телесериа́л	msjónvarpsrøðж0-ir;0-ir{ø/a}
телеско́п	mteleskop [-Ꞌskoːp] с0o(;0-ir); stjørnukikari [stjœtn-]мгл-ari(астрономический)
телескопи́ческий	adj1.(относящийся к астрономическому прибору) teleskop- [-Ꞌskoːp-], stjørnukikara- [stjœtn-]2.(с выдвижными частями) teleskop- [-Ꞌskoːp-]; телескопи́ческая подве́ска teleskopavfjaðring [-Ꞌskoːp-]ж0-ar
теле́сный	adj1.(кте́ло 1) kropsligurглigur,теле́сное наказа́ние kropslig revsing; теле́сного цве́та húðlittur, húðfarvaðurннк2.fl.,gml.(материальный) materiellur [-Ꞌεlː-]согл(материальный); jarðiskurсоглsk(земной); kropsligurглigur;теле́сный мир evnisheimurinкн., tann materielli heimurin
телеста́нция	fsjónvarpsstøðж0-ir
телесуфлёр	mtelepromptari [tʰeːlɪpʰɹɔm̊t-]мгл-ari
телета́йп	mfjarskrivariмгл-ari
телета́йпный	adjfjarskrivara-
телете́кст	mtekstvarpс0o{a/ø}
телеуправле́ние	ffjarstýringнпж0-ar, fjernstýringннкж0-ar
телеуправля́емый	adjfjarstýrdurнпсогл, fjernstýrdurннксогл
телефа́кс	m1.(аппарат) telefax [-faʰks] {telefaks}с0о, fax [faʰks] {faks}с0о(apparat); посла́ть {отправля́ть}что-л.по фа́ксу sendao-tsum fax {faks}, faxa [faʰksa] {faksa}aðio-t2.(текст,сообщение) telefax [-faʰks] {telefaks}с0о, fax [faʰks] {faks}с0о(tekstur,boðini)
телефи́льм	msjónvarpsfilmurмсогл-ar;-s,-ir
телефо́н	mtelefon [-Ꞌfoːn]ж0-ir; по телефо́ну í telefon; звони́ть по телефо́ну 31 12 25 ringja nummar 31 12 25; разгово́р по телефо́ну telefonsamtala; его́ мо́жно заста́ть по телефо́ну часа́ в два hann verður við telefonina um tveytíðina; говори́ть по телефо́нус кем-л. tosa í telefonvið o-n; подойти́ к телефо́ну takaслнó-ó-itelefonina (ответить на звонок); тебя́ (зову́т) к телефо́ну tað er telefon til tín; служе́бный телефо́н arbeiðistelefon; междунаро́дный телефо́н millumlanda [-tl-] telefon; у телефо́на! hallo [-Ꞌloː]!@обрыва́ть телефо́нhangaслнe-i-ií telefonini;телефон дове́рияtelefontænastaжгл-a(kreppuhjálp o.a.);испо́рченный телефо́нtlm., skemt.avbronglað søga =>висе́ть@,включи́ть2,головно́й1,дове́рие@,дома́шний1,звони́ть1,моби́льный@,но́мер1,сро́чный1,ста́вить5,стациона́рный3
телефо́н-автома́т	m1.(общественный телефон) telefon [-Ꞌfoːn]ж0-ir(til almenna nýtslu)2.(будка) telefonboks [-Ꞌfoːn-]ж0-ir, telefonklivi [-Ꞌfoːn-]лпмгл-i
телефони́ровать	телефони́ру|ю, ~ешь, ~ютipf/pf Datringjair(d)til Вин, telefonera [-Ꞌneː-]ннкaðitil Вин
телефони́ст	m1.(специалист по телефонии) telefonmaður [-Ꞌfoːn-]мнепр2.(работник телефонной станции) medarbeiðariмгл-ariá telefonstøð
телефони́стка	plurтелефони́ст|ки, ~ок, ~камftelefongenta [-Ꞌfoːn-]жгл-a, telefondama [-Ꞌfoːntaː-]жгл-a
телефони́я	ftelefoni [-Ꞌniː]с0гл(-inum)
телефо́нный	adjtelefon- [-Ꞌfoːn-];телефо́нная связь telefonsamband [-Ꞌfoːn-]; телефо́нная ста́нция telefonstøð [-Ꞌfoːn-]; телефо́нная тру́бка telefon [-Ꞌfoːn-]ж0-ir(apparat); телфо́нная бу́дка telefonkiosk [-[-Ꞌfoːnkʰiɔsk]ж0-ir{+}; telefonboks [-Ꞌfoːn-]ж0-ir; телефо́нная кни́га telefonbók [-Ꞌfoːn-] =>абоне́нт,спра́вочник
телефоногра́мма	ftelefontelegramm [-Ꞌfoːn-]с0о(;0-ir)
Теле́ц1	IGen, AccТельца́mastr.Tarvurinмсогл-arопр.
теле́ц2	IIGen, Accтельц|а́; plur~ы́, ~о́в, ~а́мmgml.kálvurмсогл-ar@золото́й теле́цgullkálvurinмсогл-arопр.
телеце́нтр	msjónvarpsstøðж0-ir
телешо́у	n indeclsjónvarpsshow [-ʃɔu]с0о{0<>i}проф.
телеэкра́н	msjónvarpsskermurмсогл-ar, sjónvarpsskíggiнпмгл-i
те́лик	mtlm.sjónvarpс0o{a/ø}
тели́ться	те́л|ится, ~ятсяipf(pfотели́тьсяоте́л|ится, ~ятся) kálvaaði=>мыча́ть@
тёлка	plurтёл|ки, ~ок, ~камf1.(телёнок) kvígukálvurмсогл-ar2.(молодая корова) kvígaжгл-a
те́ло	plurтел|а́, ~, ~а́мn1.(человека) kroppurмсогл-ar; likamс0о; температу́ра те́ла kropshiti; часть те́ла likamslutur2.fys.(материя,вещество) likamс0о; твёрдые тела́ føst likam; жи́дкие тела́ flótandi likam; небе́сное те́ло himmallikam, himinknøtturнпмсогл-ir{ø/a};-ar{ø/a}; геометри́ческое те́ло geometriskt [keːoꞋmeː-] likam; посторо́ннее те́ло fremmandalikam3.tekn.(основная часть,корпус) stempulс0осн(í stempli) (поршня); bulurмсогл-ar(á træi) (дерева)@быть в те́леvera væl í holdum, vera hyldligur [hɪlːi-]глigur;держа́тького-л.в чёрном те́леfaraслнó-ó-ailla [ɪtla]við o-m=>душа́@,жёлтый@,здоро́вый@,иноро́дный@,спасть@
телогре́йка	plurтелогре́|йки, ~е́ек, ~е́йкамf1.(безрукавка) ermaleysur jakkiмгл-i2.tlm.síва́тник
телодвиже́ние	nlikamsrørslaжгл-a
тело́к	Gen, Accтелк|а́; plur~и́, ~о́в, ~а́мmtlm.síтелёнок
телосложе́ние	nvakstrarlagс0o{a/ø}{0<>i}; краси́вого телосложе́ния væl bygdurсогл
телохрани́тель	mlívverjiмгл-i, lívvaktж0-ir; bodyguard [pɔtːikaɹt]м0-ar(опр-ur)неформ.(б.ч. у артистов,знатных людей и т.п.)
Тель-Ави́в	[тэ-]m indeclTel-Aviv [tʰεlːaꞋviːv]м0{дат.0}
те́льник	mtlm.síтельня́шка
тельня́шка	plurтельня́ш|ки, ~ек, ~камftlm.(blá-og hvítstríput) undirtroyggjaжгл-a(hjá matrósum í sov. og russ. flotanum)
те́льце	plurтельца́, теле́ц, тельца́мn1.dim avте́ло 12.oftast plurbiol.(образование в составе ткани) likamс0о, kroppurмсогл-ar; кра́сные кровяны́е тельца́ reyð blóðlikam, reyðir blóðkropparнп
теля́т...	síтелёнок
теля́тина	fkálvakjøtс0о
теля́тник1	Im(хлев) kálvafjósс0о
теля́тник2	IIm(работник) kálvahirðiмгл-i
теля́тница	fkálvahirðiмгл-i(konufólk)
теля́чий	adjkálva-; теля́чья отбивна́я kálvakotelett@в теля́чьем восто́ргеtlm.(so) himmalfeginсоглоснg, (so) findarglaðurгл;теля́чьи не́жностиtlm.,atf.grátsøtt kelarí [-Ꞌrʊi]неформ.
тем1	Ipron1.Ins avтот, то; тем са́мым harvið; с тем, что́бы ... fyri at ...; он прие́хал с тем, что́бы помо́чь ей hann kom fyri at hjálpa [j-] henni2.Dat plur avтот, та, то
тем2	IIadvtess; тем ча́ще tess oftari; тем лу́чше tess betur; ongantíð betur; он не придёт. - Тем лу́чше hann kemur ikki. - Ongantíð betur =>бо́лее@,ме́нее@
тем3	IIIconj síчемI 3
те́ма	f1.(предмет,содержание рассуждения и т.п.) evniсгл-i; temaинтс0гл-a; те́ма перегово́ров evnið fyri samráðingarnar; те́ма докла́да evnið fyri fyrilesturin2.mus.(мотив музыкаьного произведения) temaс0гл-aмуз.=>вариа́ция2,перейти́6,разгово́р1
тема́тика	fevni(r)сгл-iмн, temaннксгл-амн; tematikkur [-Ꞌtʰɪʰkː-]мсогл-arпроф.
темати́ческий	adjevnis-, tema-; eftir [εʰtː-] evni, eftir [εʰtː-] tema; темати́ческий ве́чер temakvøldннк, evniskvøldнп
