ч.	1.час tími; в 17 ч. 25 мин. kl. 17.252.часть partur3.síчел.4.число́ tal; dato [taːto]
чека́2	IIf tekn.splittaжгл-a; предохрани́тельная чека́ sikkringsstiftж0-ir(á granat)
чека́н	m: лугово́й чека́н (Saxicola rubetra) reyðstólpaжгл-a; черноголо́вый {черного́рлый} чека́н (Saxicola torquata) svartstólpa [svaɹ̥s-]жгл-a
чека́нить	чека́н|ю, ~ишь, ~ятipf что-л.1.pfвы́чеканитьвы́чекан|ю,~ишь, ~ят, отчека́нитьотчека́н|ю, ~ишь, ~атprega [pʰɹeːka]ннкaðiпроф.; sláaслнó-ó-i(монеты и т.п.); ciselera [siːsɪꞋleː-]aðio-tспец.(наносить декоративный рисунок); чека́нить моне́ту sláa ein mynt2.pfотчека́нитьотчека́н|ю, ~ишь, ~ят(чётко делать что-л.): чека́нить слова́ leggjaнепрdent á hvørt orðið; чека́нить шаг gangaслнe-i-ivið taktføstum fetum3.pfрасчека́нитьрасчека́н|ю, ~ишь, ~ятtekn.(обрабатывать соединения и т.п.) stemmaaði(boltar o.a.)
чека́нка	plurчека́н|ки, ~ок, ~камf1.(действие) tað at sláa (myntir o.a.), preging [pʰɹeːtʃɪŋk]ннкж0-arпроф.2.(рисунок) ciselering [siːsɪꞋleː-]ж0-ar(mynstur)
чека́нный	adj1.(изготовленный чеканкой) ciseleraður [siːsɪꞋleː-]глaður2.fl.(имеющий чёткие,резкие очертания) skarpleittur [skaɹl-]согл, skarpurсогл{a/ø}(о профиле, лице)3.(чёткий,выразительный,тщательно отделанный) taktfasturсогл{a/ø}(о шаге);согл{a/ø}; væl snøggaðurглaður(о стихе)
чека́ночный	adjpregnings- [pʰɹeːk-]проф.
чека́нщик	mciselørur [siːsɪꞋløː-]мсогл-ar
чеки́ст	mtjekistur [-Ꞌkʰɪ-]мсогл-ar(o-r,ið arbeiðir í Tjeka) (sbr. Чека́)
чек-ли́ст	mkekklisti {tjekklisti}мгл-i, checklisti [tʃʰεʰk-]ннкмгл-i
чекли́ст	m síчек-ли́ст
че́ковый	adjkekk-; че́ковая кни́жка kekkheftiсгл-i
чеку́шка	plurчеку́ш|ки, ~ек, ~камf óvkm.fjórðingsfløskaжгл-aav vodka (ið tekur ¼ l), kvartfløskaжгл-aav vodka(ið tekur ¼ l), peglafløska [pʰeːla-] av vodkaжгл-aуст.
чел.	челове́к persónur [-Ꞌsɔu-], fólk, maður
чёлка	plurчёл|ки, ~ок, ~камf1.(на лошади) doddurмсогл-ar(á rossi)2.(у людей) doddurмсогл-ar, frunturмсогл-ar(á fólki)
чёлн	Genчелн|а́;plur~ы́, ~о́в, ~а́мm1.(лодка,выдолбленная из одного куска) eikjaжгл-aист.2.gml.,skald.(судно) skipс0о, farс0о{a/ø}, floyс0обалл., snekkjaжгл-aбалл.
челно́к	Genчелнок|а́;plur~и́, ~о́в, ~а́мm1.síчёлн2.(ткацкий,на швейной машине) skjúttilм0осн(á vevi,seymimaskinu)3.óvkm.(торговец) (smá)handilsmaðurмнепр(ið keypir vøru uttanlands og førir hana um markið)
челно́чный	adj1.(связанный с регулярным движением) pendul- [pʰεnꞋtuːl-]; челно́чное движе́ние pendulferð [pʰεnꞋtuːl-]; pendulkoyring [pʰεnꞋtuːl-]; челно́чная диплома́тия penduldiplomati [pʰεnꞋtuːltɪʰplomatʰiː]2.óvkm.(отчелно́к 3): челно́чные пое́здки handilsferðir; челно́чные дохо́ды inntøkur av ferðahandli,síчелно́к3
чело́	plurчёл|а, ~, ~амngml.enniсгл-i, pannaжгл-a@бить чело́мкому-л.gml.el.skemt.biðjaслнa-ó-io-nso miriliga
челоби́тная	fgml.bønarbrævс0о{æ/ø}, bønarskrivс0о
челоби́тчик	mgml. umsøkjariмгл-ari
челове́к	aftan á grundtøl og orð, ið merkja tal, Gen plurчелове́кannarsgml.,skemt.plurлю́ди, люд|е́й, ~ямm1.(живое шущество) menniskja [mεnːɪʃtʃa]сгл-a{жгл-aкн.,выс.}, fólkс0о; persónur [-Ꞌsɔu-]мсогл-ar(особа); она́ - хоро́ший челове́к hon er eitt gott menniskja; почу́вствовать себя́ други́м челове́ком føla seg sum eitt annað menniskja; до после́днего челове́ка til síðsta [sʊʃta], [sʊi̯sta] mann; челове́к за борто́м! maður fyri borð!; молодо́й челове́к! (в обращении) tygum!ella verður ikki umsett/или не переводится(brúkt í tiltalu við ungan ella yngri mann av eldri fólki); нас бы́ло пять челове́к vit vóru fimm fólk, vit vóru fimm mans; у них семь челове́к дете́й tey eiga sjey børn [-tn]; ма́ло люде́й lítið fólk; мно́го люде́й nógv fólk; стол накры́т на 12 borðið er dekkað til 12 persónar; подразделе́ние чи́сленностью (в) 100 челове́к ein (her)deild upp á 100 mans; по 100 рубле́й с челове́ка hundrað rublar fyri hvønn; косми́ческий кора́бль с челове́ком на борту́ mannað rúmdarskip; когда́ ты ста́нешь челове́ком? nær verður tú fólk?; сде́лать изкого-л.челове́ка fáa fólk burtur úro-m2.(какой-то мужчина) maðurмнепр, harriмгл-iуст.; молодо́й челове́к ungur maður; там пришёл како́й-то челове́к и хо́чет поговори́ть с тобо́й ein maður er komin, sum vil fáa orðið á teg3.gml.(слуга) tænariмгл-ari@ма́ленький челове́кtann lítli maðurin; ≈ Pallibaм нескл.неформ.(простой фаререц);челове́к челове́ку волкmenniskjað er ein úlvur móti menniskjanum;я - челове́к, и ничто́ челове́ческое мне не чу́ждоeg eri eitt menniskja og einki menniskjansligt er mær fremmant =>ли́шний@,пра́воI 2,предполага́ть@,следI 2,футля́р@
челове́к-мото́р	Gen, Accчелове́ка-мото́ра; plur Gen, Accлюде́й-мото́ровmjarn [-tn]с0o{a/ø}, grevс0o(ágrýtið fólk)
челове́ко-де́нь	Genчелове́ко-|дня́;plur~дни́, ~дне́й, ~дня́мmdagsverkс0о(arbeiði,sum eitt fólk ger í ein dag)
человеколюби́вый	stfчеловеколюби́в, ~а, ~о, ~ыadjmenniskjansligur [mεnːɪʃtʃa-]глigur, manngóðurгл{+}кн.; humanur [huꞋmaː-]интсогл(гуманный)
человеколю́бие	nmenniskjakærleiki [mεnːɪʃtʃa-]мгл-i, mannakærleikiмгл-iкн.; humanitetur [huːmaːniꞋtʰeː-]интмсогл-ar
человеконенави́стник	[-сн-]mmenniskjahatari [mεnːɪʃtʃa-]мгл-ari, mannfíggindiмгл-iкн.; misantropur [miːsanꞋtʰɹoː-]интмсогл-ar(мизантроп)
человеконенави́стнический	[-сн-]adjmenniskjafíggindaligur [mεnːɪʃtʃa-]глigur, mannfíggindaligurглigurкн., mannvándurсоглкн.; misantropiskur [miːsanꞋtʰɹoː-]интсогл(мизантропический)
человеконенави́стничество	[-сн-]nmenniskjahatur [mεnːɪʃtʃa-]с0осн, mannahaturс0оснкн.; misantropi [miːsantʰɹoꞋpʰiː]интж0-ir(мизантропия)
человекообра́зный	stfчеловекообра́з|ен, ~на, ~но, ~ныadjmenniskjalíknandi [mεnːɪʃtʃa-]глandi, mannlíkurсоглкн.; antropomorfur [-ˈmɔ-]интсогл; человекообра́зная обезья́на menniskjaapaннк, mannapaнп, mannlík apaкн.
челове́ко-ча́с	mtímaverkс0оофиц.
челове́чек	Gen, Accчелове́чк|а;plur~и, ~ов, ~амm dim avчелове́к 1 manstandurс0осн, neyðarsligt mannfólkс0о
челове́ческий	adj1.(кчелове́к) manna-, menniskja- [mεnːɪʃtʃa-], fólka-; челове́ческая жизнь mannalív; челове́ческое те́ло mannakroppurin; челове́ческий ра́зум mannavit, mansvit, menniskjaforstand [mεnːɪʃtʃa-]ннк; челове́ческая па́мять minni; на челове́ческой па́мяти í manna minni; э́то в челове́ческих си́лах hetta stendur í menniskjans [mεnːɪʃtʃa-] mátti; э́то де́ло рук челове́ческих hetta er av mannaávum, hetta er av fólkavoldum; ничто́ челове́ческое ему́ не чу́ждо einki menniskjansligt [mεnːɪʃtʃa-] er honum fremmant2.síчелове́чный=>же́ртва5,приро́да2,рост4
челове́чество	nmannaættж0-ir(б.ч. опр.); menniskjaðсгл-aопр., menniskjanжгл-aопр.кн.
челове́чность	fmenniskjaligheit [mεnːɪʃtʃa-]ннкж0-ir; menniskjansleiki [mεnːɪʃtʃa-]нпмгл-i, menniskjansskapur [mεnːɪʃtʃa-]нпмсогл-ir; humanitetur [huːmaːniꞋtʰeː-]интмсогл-ar
челове́чный	stfчелове́ч|ен, ~на, ~но, ~ныadjmenniskjansligur [mεnːɪʃtʃa-]глigur; humanur [huꞋmaː-]интсогл(гуманный)
Челю́скин	мыс Tjeljuskinnesið [tʃʰeꞋʎjʊskɪn-]с0о{+}опр.
челюстно́й	[-сн-]adjanat.kjálka-
че́люсть	f1.anat.(кость) kjálkiмгл-i(kjálkabein), kjálkabeinс0о(нижняя),munnbeinс0о(верхняя), kjafturмсогл-ar(у животных); ве́рхняя че́люсть yvirkjaftur (у животных); ни́жняя че́люсть undirkjaftur (у животных), kjálkabein2.(вставная) gebiss [keꞋpɪsː]ннкс0о, forlornar [-Ꞌlɔ-]ннкtennж0о{+}мн, handilstennж0о{+}мнофиц.
Челя́бинск	mTjeljabinsk [tʃʰeꞋʎjaːpɪnsk]м нескл.
че́лядь	fkoll,gml.tænastufólkс0омн
чём	pron Prp avчто I
чем1	Iconj1.(aftan á comp av adj) enn; бо́льше, чем вчера́ meira enn í gjár; брат ста́рше, чем сестра́ beiggin er eldri enn systirin2.(скорее,лучшее) +инф.heldur; чем торопи́ться, вы́йдем лу́чше пора́ньше vit skulu heldur fara fyrr avstað [aꞋstεa] enn at skunda okkum, tað er betri at fara fyrr avstað [aꞋstεa] enn at skunda sær3.чем ... тем … tess... tess..., jú... jú...; чем бо́льше, тем лу́чше jú meira, jú betri =>да́льше@,пре́жде@,ра́ньше1,@,скоре́еII 1
чем2	IIpron1.Ins avчто2.Prp síнеII
чем3	IIIparthví, í hvønn máta; чем он лу́чше меня́? í hvønn máta er hann betri enn eg?; чем э́то пло́хо? hví skuldi tað verið so ringt?; чем он не поэ́т? hví skuldi hann ikki verið skald?
чемода́н	mkuffertс0о; уложи́ть чемода́н pakka kuffertið@сиде́ть на чемода́нахsita ferðabúgvin (og bíða), vera klárurсоглat fara =>собра́ть3
чемода́нный	adj: чемода́нное настрое́ниеtlm., skemt.fráfaringarhýrur, fráfaringarstemningurннк
чемода́нчик	mhondkuffert [hɔnk-]с0о, handkuffert [hank-]нпс0о
чемпио́н	mmeistariмгл-ari(í ítrótti); чемпио́н Росси́и russlandsmeistari [-lan̊s-], russiskur meistari; чемпио́н Фаре́рских [-рэ́-] острово́в føroyameistari [fœɹja-]; чемпио́н ми́ра по ша́хматам heimsmeistari í talvi; зва́ние чемпио́на Евро́пы evropameistaraheiti [εuꞋroː-]{europameistaraheiti [œuꞋroː-]}
чемпиона́т	mmeistaraskapurмсогл-ir; чемпиона́т Фаре́рских [-рэ́-] острово́в по футбо́лу føroyameistaraskapurin [fœɹja-] í fótbólti
чемпио́нка	plurчемпио́н|ки, ~ок, ~камfmeistariмгл-ari(í ítrótti, konufólk),síчемпио́н
чемпио́нский	adjmeistara-; чемпио́нский ти́тул meistaraheiti
чему́	pron Dat avчто I, II
чепе́	[-пэ́]n indecl síЧП
чепе́ц	Gen, Accчепц|а́;plur~ы́, ~о́в, ~а́мmkýsiмгл-i
чепра́к	Genчепрак|а́;plur~и́, ~о́в, ~а́мmsaðilklæðiсгл-i
чепуха́	f1.(ерунда) tvætlс0о, møsnс0о, svassс0о, tvassс0о, vøsс0о, sluturэнкс0осн, vrøvl {vrevl}энкс0о; говори́ть {нести́} чепуху́ tvætlaaði, møsnaaði, svassaaði, tvassaaði, vrøvla {vrevla}энкaði; чепуха́ на по́стном ма́слеskemt.tað rama tvætl2.(пустяк)o-t, sum einki hevur upp á [ʊꞋpʰɔa] seg;o-tsmávegis, bagatell [pakaꞋtʰεlː]ннкж0-ir;o-t, sum lítið er fyri (лёгкое дело);o-t, sum einki er fyri (лёгкое дело); он заплати́л за э́то соверше́нную чепуху́ hann keypti tað fyri lítið og lætt; тут идти́ совсе́м чепуху́ hesin teinurin hevur einki upp á seg, hesin teinurin er einki at snakkaннкum; э́то ве́сит чепуху́ hetta vigar einki; э́то чепуха́ (очень простая работа) hetta er púra einki fyri, hetta hevur ikki petti upp á seg
чепухо́вый	adj1.(являющийся ерундой) tvætluturсогл, býtturсогл(sum er tvætl)2.(пустяковый) sum lítið hevur upp á [ʊꞋpʰɔa] seg; sum einki er fyri (о задаче, проблеме)
че́пчик	mkýsiмгл-i
че́рва	f síче́рви
червеобра́зный	stfчервеобра́з|ен, ~на, ~но, ~ныadj(skapaður) sum maðkur [maʰkː-]; червеобра́зный отро́сток ágørn [-tn]ж0-ar{ø/a}мед.
че́рви	черв|е́й, ~я́мf plurkort.hjartari [ja-]мгл-ari; восьмёрка черве́й hjartaráttur [jaɹ̥taɹꞋɔʰtː-]; туз черве́й hjartaress [jaɹ̥taɹꞋεsː]; черви ко́зыри hjartari er trumfur; взять на свои́ че́рви fáa stikk við hjartarum
черви́веть	ipf(pfзачерви́веть, очерви́веть)bert 3. pers brúkturverða maðketin [maʰkː-]соглосн
черви́вый	stfчерви́в, ~а, ~о, ~ыadjmaðketin [maʰk:e-]соглосн
червлёный	adjgml.myrkareyðurгл
черво́нец	Genчерво́нц|а;plur~ы, ~ев, ~амm1.søg.(монета)gullmyntur við virði millum 3 og 10 rublar2.(кредитный билет в 10 рублей) tíggju rubla seðilс0осн-s,-ar(1922-1947)3.tlm.(сумма в десять рублей) tíggju rublar (upphædd)4.plurgml.(деньги) pengarмгл-iмн
черво́нный1	Iadjgml.,skald.reyðurгл@черво́нное зо́лотоreyðargull [-tl]
черво́нный2	IIadjkort.hjartar- [ja-]; черво́нный туз hjartaress [jaɹ̥taɹꞋεsː]
червото́чина	f1.(изъян) holс0оeftir [εʰtː-] maðki [maʰtʃ:ɪ], holс0оhjá [tʃʰ-] maðki [maʰtʃːɪ]2.fl.(испорченность) spilla [-tla-]жгл-a(moralsk o.a.), (moralskt [-raː-]) lýtiсгл-i
че́рвы	черв, ~амf plur síче́рви
червь	Gen, Accчервя́;plurче́рви, черв|е́й, ~я́мm1.(животное) maðkur [maʰkː-]мсогл-ar; ormurмсогл-ar(б.ч. глисты и т.п.); новозела́ндский пло́ский червь (Arthurduendyus triangualatus) (nýsælemdskur [-lεn̊sk-]) flatmaðkur ; кру́глые че́рви (тип Nematoda) rundormur, nematoda [-Ꞌtʰoː-]мгл-aспец.; в мя́се че́рви maðkur er í kjøtinum; уди́ть на червя́ fiska við maðki (sum agn)2.teld. (компьютерный вирус) ormurмсогл-ar(telduvirus)3.(о ничтожном человеке) kropс0опрезр., spjaðс0о{0<>i}презр.(um fólk)4.:червьтоски́ longsulsins ormur; его́ гло́жет червь сомне́ния ivin pínir hann sum ein ormur@кни́жный червьbókaormur =>дождево́й@,многощети́нковый,шелкови́чный
червя́к	plurчервяк|и́, ~о́в, ~а́мm1.Gen, Accчервяка́síчервь1-22.Genчервяка́tekn.(зубчатое колесо) snekkjaжгл-а(slag av tannhjóli)
червя́чный	adjsnekkju-; червя́чная переда́ча snekkjudrevннкс0опроф., snekkjudrivс0о; червя́чное колесо́ snekkjuhjul [-juːl]ннкс0опроф., snekkjuhjól [-tʃʰɔul]нпс0о
червячо́к	Gen, Accчервячк|а́;plur~и́, ~о́в, ~а́мm dim avчервь =>замори́ть@
черда́к	Genчердак|а́;plur~и́, ~о́в, ~а́мmovastaloftс0о, hanabjálkaloftс0о; loftс0о(б.ч. жилое помещение); ко́мната на чердаке́ loftskamar, loftsverilsiннк
черда́чный	adjlofts-; черда́чное окно́ loftsvindeyga [-vɪnta]; черда́чное помеще́ние loftс0о(rúm)
череви́ки	m plur høghælaðir konufólkahálvstivlar
череви́чки	m plur dim avчереви́ки
черёд	Genчереда́,Prpо череде́, в череду́mtlm.1.(очерёдность) túrurмсогл-ar;-s,-ir, tørnс0о; тепе́рь твой черёд nú eigur tú, tú eigur tørn; когда́ наста́нет мой черёд tá eg standi fyri túri, tá eg eigi, tá eg eigi tørn; твой черёд (ходи́ть) tú eigur leik (в шахматах)2.(время,пора) tíðж0-ir, løtaжгл-а; наста́л {пришёл} черёд отмени́ть э́то nú er tíðin komin at taka hetta av@идти́ свои́м чередо́мganga sína vanligu gongd
череда́1	Iplurчереды́, черёд. череда́мf1.óvkm.(очередь) túrurмсогл-ar;-s,-ir, tørnс0о2. (вереница)fraðс0о{a/ø}, røðж0-ir{ø/a}, rekkjaннкжгл-a
череда́2	IIplurчереды́, черёд. череда́мf plant. (растение)planta úr slektini Bidens(en.bidens; da.brøndsel)
чередова́ние	n1.(смена) skiftiсгл-i; чередова́ние моро́зов и о́ттепелей skifti millum [-tl-] frost og toybil2.mál.(звуков): чередова́ние зву́ков ljóðskifti; чередова́ние гла́сных avljóðс0о{0<>i}
чередова́ть	череду́|ю, ~ешь, ~ютipf что-л. с чем-л.skiftair(t)millum [-tl-]o-togo-t, geraнепрo-ttil skiftis; skiftair(t)o-tum viðo-t(сменить); чередова́ть рабо́ту с о́тдыхом skifta millum [-tl-] arbeiði og hvíld
чередова́ться	череду́/юсь, ~ешься, ~ютсяipf1.(с кем-л.) (поочерёдно заменяться) loysair(t)o-nav, skiftastir(t); сиде́лки череду́ются у посте́ли больно́го vøkukonurnar loysa hvørja aðra av við seingina hjá tí sjúka; они́ чередова́лись за рулём teir skiftust (um) at koyra2.bert 3. pers brúktur(сменять одно другим) skiftair(t); кра́сное чередова́лось с бе́лым hvítt skifti við reytt; в репертуа́ре череду́ются произведе́ния Остро́вского и Че́хова leikskráin skiftir millum [-tl-] verk hjá Оstrovskij [ɔꞋstɹɔfskiː] og Tjekhov [tʃʰεʰkːɔf]
че́рез	prep + Acc1.(поперёк;поверх) yvir um +Вин, tvørtur um +Вин; мост че́рез реку́ brúgvin tvørtur um ánna; перейти́ че́рез доро́гу fara yvir um vegin; пры́гнуть че́рез забо́р leypa upp um stikið; доро́га идёт че́рез го́ры vegurin gongur upp um fjøllini [-tl-]; смотре́ть че́рез плечо́ hyggja aftur [-tː-] um seg, hyggja aftur [aʰtː-] um bak; реме́нь че́рез плечо́ reim um økslina; он живёт че́рез доро́гу hann býr hinumegin vegin, hann býr yvir Ꞌ av mær2.(сквозь) gjøgnum +Вин; смотре́ть че́рез окно́ hyggja gjøgnum vindeygað [vɪntaijɪ] (ред.[vɪntεija]); че́рез весь го́род gjøgnum allan [atl-] býin; влезть че́рез окно́ krúpa inn gjøgnum vindeygað [vɪntaijɪ] (ред.[vɪntεija])3.(о пунктах следования) um +Вин, via [viːja]ннк+Вин; е́хать в Ри́гу че́рез Минск fara til Riga um Minsk, fara til Riga viaннкMinsk; доро́га идёт че́рез Смоле́нск vegurin gongur um Smolensk [-Ꞌlε-]4.(по прошествии) um +Вин(framtíð); seinni [sai̯tni], eftir [εʰtː-] (fortíð) (спустя); че́рез час a) (в будущем) um ein tíma; b) (в прошлом) ein tíma seinni; че́рез два дня он уе́дет hann fer um tveir dagar; че́рез два дня он уе́хал tveir dagar seinni fór hann; че́рез день a) (в прошлом) dagin eftir [εʰtː-]; b) (в будущем) í ovurmorgin [oːmɔɹtʃɪn](тж[oːvʊɹ-])5.: че́рез ка́ждые 5 минут fimta hvønn minutt [mɪꞋnʊʰtː]; че́рез час по ло́жке eina skeið hvønn tíma; че́рез день annanhvønn dag6.(при посредстве): писа́ть сло́во че́рез чёрточку skriva orðið við bindustriku; э́то сло́во пи́шется че́рез «а» hetta orðið verður stavað við "a"; посла́ть письмо́ че́рез Па́вла senda eitt bræv gjøgnum Pavel; я узна́л э́то че́рез сестру́ eg frætti tað gjøgnum systur mína; он доста́л э́то че́рез друзе́й hann fekk fatur á tí gjøgnum vinfólk; я знако́м с ним че́рез жену́ eg kenni hann gjøgnum konu mína; оповести́ть че́рез газе́ты kunngera gjøgnum bløðini; приговори́ть к сме́ртной ка́зни че́рез пове́шение døma til deyða við heinging7.(о пространственном интервале): я выхожу́ че́рез остано́вку eg fari av aftan [aʰtː-] á næsta steðgipláss [stεtʃːɪ-]; он живёт че́рез два до́ма hann býr tvey hús burturfrá [-Ꞌfɹɔa]; писа́ть че́рез две стро́чки skriva við dupultum reglugloppi, skriva við dupultum linjuavstandiннк, skriva við dupultum millumrúmi [mɪtlɪn-] =>си́ла@
че́резо	prep framman fyri einstøkum samansetingum av hjáljóðum síче́рез
череми́с	mgml.síма́ри
череми́сский	adjgml.síмари́йский
череми́ца	f planta úr slektini Veratum(en.veratum; da.foldblad)
черёмуха	fIplant.1.(Prunus padus) heggurмсогл-ar, heggtræс0о{æ/ø}2.(ягода) heggberс0о{+}IIherm.(газ) táragassс0о
черемша́	f(Allium ursinum) bjarnaleykur [-tn-]мсогл-s,-ir
черено́к	Genчеренк|а́;plur~и́, ~о́в, ~а́мm1.(рукоятка) skaftс0о{a/ø}, skeftiсгл-i, orvс0о(косы)2.plant.(отрезок) gróðursetingargreinж0-ar;irспец.(для прививки); avleggari [aul-]мгл-ari, setkvisturлпмсогл-ar(для посадки)3.(листа) blaðstelkurмсогл-ar4.djór. (моллюск): морско́й черено́к (Solen ensis) langfiskurмсогл-ar, langskelж0-ar{+}
че́реп	plurчереп|а́, ~о́в, ~а́мmskølturмсогл-ar, kranium [kʰɹaːniʊm]ннкс0-umпроф.; heysurмсогл-ar(о людях б.ч.пренебр.); skrovbein [skɹɔpain] (от овцы); skalli [-tlɪ]мгл-i(верхняя часть черепа); с го́лым {лы́сым} че́репом berskøllutur [-tl-]; изображе́ние че́репа deydningahøvd [-hœtː]ннк, skøltur (как эмблема смерти); перело́м че́репа kraniibrotннкпроф., skallabrot [-tl-]нп=>проломи́ть
черепа́ха	f1.(отряд Testudines) skildpadda [skɪl̥p-]ннкжгл-a, skjaldbøka [ʃalp-]нпжгл-a; морска́я черепа́ха havskildpaddaннк, havskjaldbøkaнп2.koll(материал) skildpadduskel [-skɪl̥p-]ннк, skjaldbøkuskel [-ʃalp-]нп(tilfar)@как черепа́ха {черепа́хой}við snigilsferð;плести́сь как черепа́хаgangaслнe-i-ifót fyri fót, daggaaði
черепа́ховый	adjskildpaddu- [skɪl̥p-]ннк, skjaldbøku- [ʃalp-]нп; черепа́ховый гре́бень kambur úr skildpadduskelннк, kambur úr skjaldbøkuskelнп; черепа́ховый суп skildpaddusuppaннк, skjaldbøkusuppaнп
черепа́ший	adjskildpaddu- [skɪl̥p-]ннк, skjaldbøku- [ʃalp-]нп: черепа́ший па́нцирь skildpadduskelннк, skjaldbøkuskelнп@идти́ черепа́шьим ша́гомganga við snigilsferð, ikki ganga fyri seiðпог., ikki ganga um fliðunaпог.
черепи́ца	ftaksteinurмсогл-ar, tigulsteinurмсогл-areis. koll(из обожжёной глины); кры́тый черепи́цей tigultaktur
черепи́чный	adjtigul-; черепи́чная кры́ша tigultak
черепно́й	adjskalla- [-tl-], kranii- [kʰɹaːniɪ-]ннкпроф.; черепна́я коро́бка høvuðsskálж0-ir, skalli [-tlɪ]мгл-i
черепо́к	Genчерепк|а́;plur~и́, ~о́в, ~а́мmpottabrotс0о; разби́ться на {в} черепки́ faraслнó-ó-aí smildur
чересполо́сица	f skipan,har teigar hjá ym. eigarum liggja hvør um annan
чересполо́сный	adj: чересполо́сные владе́нияsíчересполо́сица
чересчу́р	advalt ov (перед согласным, кромеh, [ɔ],перед согласными иh [oː]), alt for [fɔɹː]ннк; чересчу́р ма́ло alt forннк,alt ov lítið; чересчу́р мно́го alt forннкnógv, alt ov nógv; чересчу́р ... (для того,) что́бы alt forннк... til at .., alt ov ... til at ....; он да́же чересчу́р скро́мен hann er í so lítillátin; э́то уж чересчу́р! nú er ovboðið [ɔpoːjɪ]!; nú ber av!; tað er nakað nógv av tí góða!
чере́шня	plurчере́шни, чере́шен, чере́шнямf1.(Cerasus avium) kirsubertræ [kʰɪ-]ннкс0о{ø/ø}{0<>i}, kirsuberjatræ [tʃʰɪ-]нпс0о{ø/ø}{0<>i}2.(плоды) kirsuber [kʰɪ-]ннк(тж[tʃʰɪ-]нп)с0о{+}
черешо́к	Genчерешк|а́;plur~и́, ~о́в, ~а́мm síчерено́к1, 2
черка́ть	ipf что-л.tlm.(вычёркивать) strikaaðio-t(út)
чёркать	ipf síчерка́ть
черке́с	mtjerkessari [tʃʰεɹꞋkʰεsː-]мгл-ari
черке́ска	plurчерке́с|ки, ~ок, ~камf(одежда)síður, trongur jakki hjá kaukasarum o.ø.
Черке́сск	mTjerkessk [tʃʰεɹꞋkʰεsk]м нескл.
черке́сский	adjtjerkessiskur [tʃʰεɹꞋkʰεsː-]согл; кабарди́но-черке́сский язы́к kabardino-tjerkessiskt [kʰaːpaɹˌtiːnotʃʰeɹꞋkʰεsː-]сприлskt
черке́шенка	plurчерке́шен|ки, ~ок, ~камftjerkessari [tʃʰεɹꞋkʰεsː-]мгл-ari(konufólk)
черкну́ть	черкн|у́, ~ёшь, ~у́тmoment(ipfчерка́ть)что-л.tlm.(написать) ruslaaðio-t, klóraaðio-t(skriva); черкни́ мне не́сколько слов send mær nøkur orð
чернёный	adjanlopinсоглосн(um stál - til tað gerst blátt)
че́рнеть	f: морска́я че́рнеть (Aythya marila) grábøkut ontж0-ur{o/a/e}, grábøkaжгл-a; хохла́тая че́рнеть (Aythya fuligula) trøllont [-tl-]ж0-ur{o/a/e}
черне́ть	ipf1.pfпочерне́ть (стать чёрным) gerast svarturсогл{a/ø}, sortnaaði, myrkna [mʂna]aði2.bert 3. pers brúktur(виднеться) síggjastслнá-ó-æsvartur, standaслнó-ó-asvartur; за реко́й черне́ет бе́рег handan ánna hómast tann svarti áarbakkin, handan ánna stendur áarbakkin svartur, handan ánna breddar tann svarti áarbakkin
черне́ться	ipf bert 3. pers brúktur síчерне́ть2
черне́ц	Gen, Accчернеца́;plurчернец|ы́, ~о́в, ~а́мm gml.munkurмсогл-ar
черни́ка	f1.(Vaccinium myrtillis) aðalbláberс0о{+}(lyngur), aðalbláberjalyngurмсогл-ar2.(ягоды) aðalbláberс0о{+}мн
черни́ла	черни́л, ~амn plurblekkс0о@ещё не просо́хли черни́ла …blekkið var ikki turt... =>симпати́ческий@
черни́льница	fblekkglasс0о{a/ø}, blekkhúsс0о
черни́льный	adj1.(кчерни́ла) blekk-; черни́льный каранда́ш blekkblýantur2.(цвета чернил) svarturсогл{a/ø}sum blekk; черни́льный мешо́к {черни́льная железа́} blekkposi (hjá høguslokki o.tíl.)3.spott.(остающийся только на бумаге) sum bara er á papírunum [-Ꞌpʰʊi-], papírs- [-Ꞌpʰʊi-]@черни́льная война́skemt.,spott.,gml.blaðstríð;черни́льная душа́ {кры́са}tlm.,skemt.ogatf.,gml.bureaukratur [pyːɹoꞋkʰɹaː-]мсогл-ar;черни́льный оре́шекknykil á grein o.ø.
черни́ть	черн|ю́, ~и́шь, ~я́тipf Acc1.pfзачерни́тьзачерн|ю́, ~и́шь, ~я́т(делать чёрным) litaaðiВинsvartan, geraнепрВинsvartan, svertaaðiВин2.pfочерни́тьочерн|ю́, ~и́шь, ~я́т(позорить) spilla [-tla]ir(t)Винút, dálkaaðiВинút (baktala)
черни́чный	adj(aðal)bláberja-
чёрно-бе́лый	adj1.(состоящий из чёрного и белого) svarturсогл{a/ø}og hvíturсогл2.(фотография, кинофильм) svartсогл{a/ø}-hvíturсогл
черноборо́дый	черноборо́д, ~а, ~о, ~ыadjsvartskeggjuturсогл, við svørtum skeggi
чернобро́вый	чернобро́в, ~а, ~о, ~ыadjsvartbrýnturсогл, við svørtum eygnabrúm, sum hevur svartar eygnabrýr
чернобу́рка	plurчернобу́р|ки, ~ок, ~камftlm.1.(лиса) (dimmur) silvurrevurмсогл-ar2.(мех) skinnс0оav ( dimmum) silvurrevi
