ха1	In indecl navn á bókstavinumх
хвати́ться	хвачу́сь, хва́т|ишься, ~ятсяpftlm.1.Acc(обнаружить отсутствие) varnastaði, atИмer burtur, saknaaðiВин2.(спохватиться) komaслнo-o-oo-mtil hugs, komaслнo-o-oí tankar [tʰaŋ̊k-] um; хвати́лся, да по́здно hann kom í tankar [tʰaŋ̊k-] um tað, men tað var ov [ɔ] seint
хва́тка	plurхва́т|ки, ~ок, ~камf1.(способ,приём) takс0о{a/ø}, grepннкс0о; желе́зная {мёртвая} хва́тка fastatøkurжгл-aмн тжперен.2.fl.(ловкость) handalagс0о{a/ø}{0<>i}
хва́ткий	stfхва́ток, хватка́ogхва́тка, хва́тк|о, ~и; compхва́тчеadj1.óvkm.(ловко хватающий) sterkurсогл, fimurсогл(um hond o.a.)2.tlm.(ловкий,хитрый - о человеке) næmurсогл{æ/o}, gløggurсогл
хва́тче	comp avхва́ткий
хво́йные	plur(отдел Coniferae) nálatrøс0о{æ/ø}{0<>i}мн
хво́йный	adjnála-; хво́йное де́рево nálatræ; хво́йный лес nálaskóg, nálaskógurкн.
хвора́ть	ipf(pfзахвора́ть) hímastaði, vera sjúkurсогл, krantaaðiред.
хворо́ба	fóvkm.,dial.sjúkaжгл-a
хво́рост	m koll1.(ветки) (klænar) greinarж0-ar(greinar)2.(печенье)slag av kleynum
хворости́на	flangur stavurмсогл-ar; -s,-ir
хво́рость	fóvkm.sjúkaжгл-a
хво́рый	stfхвор, хво́раogхвора́, хво́р|о, ~ыadjóvkm.ússaligurглigur, krantaligurглigurред., sjúkligurглigur(болезненный)
хворь	fóvkm.sjúkaжгл-a
хвост	Genхвост|а́; plur~ы́, ~о́в, ~а́мm1.(придаток) haliмгл-i(у млекопитающих на земле,пресмыкающихся,скатов и др.;тж о задней части тела морского черта как еда, товар тж проф., комет); velс0о(у птиц,самолётов); sterturмсогл-ar(у рыб); sveivж0-ar;0-ir(у китов); saksс0о(у тюленей); sporlс0о(часть тела рыбы,ближайшая к хвосту); hamarstjølur [-ʃøː-]мсогл-ir{ø/a}(часть тела кита,ближайшая к хвосту); dintilм0осн-s,-ar(короткий хвост у овец и др.)2.(концевая часть) afturendi [aʰtː-]мгл-i; хвост самолёта velið á flúgvara; в хвосте́ по́езда í afturendanum í toki3.tlm.(очередь) køннкж0-ir, bíðiraðс0о{a/ø}{0<>i}4.(следующие за кем-л.) riðilм0осн-s,-ar, haliмгл-i(av fólki)5.plur хвосты́(остасток, невыполненная часть работы и т.п.) snøklarмосн-s,-arмн(o-t, sum liggur eftir o.a.)6.tlm.(несданный экзамен) útsett próvtøkaжгл-a6.tlm.(платья) sleipс0о(á kjóla)@плести́сь в хвосте́dragnaaðiafturúr [aʰtː-];быть {висе́ть} на хвосте́у кого-л.vera í hølunumá o-m;поджа́ть хвостfl.,beinl.stingaслнa-u-uhalan millum [-tl-] beininiперен., прям.;прищеми́ть {прижа́ть} хвосткому-л.óvkm.,spott.a) (ограничить свободу действий) tálmaaðio-m, haldaслнe-i-io-mniðri [nɪɹːɪ]; b) (наказать, пригрозить наказанием) straffaaðio-n, tyktaaðio-n;держа́ть хвост пистоле́том {морко́вкой}óvkm.,skemt.ikki falla [-tla]слнa-u-aí fátt; псу {коту́} под хвостóvkm.faraслнó-ó-afyri skeytið, faraслнó-ó-afyri bakka;и в хвост и в гри́вуav øllum [œtl-] alvi, av dýrastu makt =>виля́ть1,во́жжи@,кобы́ла@,ла́сточкин,накрути́ть@,пе́рец@,соро́ка@
хвоста́стый	stfхвоста́ст, ~а, ~о, ~ыadjtlm.halalangurсоглang
хвоста́тый	stfхвоста́т, ~а, ~о, ~ыadjvið hala
хво́стик	m1.dim avхвост 12.(кончик) lykkjaжгл-a, krókurмсогл-ar; бу́ква с хво́стиком bókstavur [pœʰks-] við króki, bókstavur [pœʰks-] við niðurstriku3.tlm.(конец, остаток) leivdж0-ir@с хво́стикомtlm.,skemt.nakað omanfyri; ему́ со́рок лет с хво́стиком hann er nakað oman fyri fjøruti =>мыши́ный@
хвостово́й	adj1.(кхвост) hala-, vel-, stert-, sveiv-,sbr.хвост 1; хвостово́е перо́ velfjøður; хвостово́й сте́бель {сте́ржень} klingraжгл-a(á fiski)2.: хвостово́й ваго́н aftasti [aʰtː-] vognur; хвостова́я частьflog.afturendi [aʰtː-] =>винтI 2,плавни́кI
хвостоко́л	m: (обыкнове́нный) хвостоко́л (Dasyatis pastinaca)slag av stingskøtu(en.common stingray; da.pilrokke)
хвощ	Genхвощ|а́; plur~и́, ~ей, ~а́мm(Equisetum) bjølluvísa [-tl-]жгл-a; хвощ полево́й (Equisetum arvense) kannubjølluvísaжгл-a
хво́я	f1.koll(игловидные листья) nálirж0-irмн(av nálatrøum)2.koll(ветки) greinarж0-arмн(av nálatrøum)
ХДС	[ха-дэ-э́с]m inedlХристиа́нско-демократи́ческий сою́з CDU [se: te: ˈu:]м нескл. stytt. fyriChristlich Demokratissche Union Deutschlands Тýski kristiligi demokratiski [-ˈкʰɹаː-] flokkurinмсогл-arопр
хе́ви-ме́тал	[хэ-]síхэ́ви-ме́талл
хе́ви-ме́талл	[хэ-]m síхэ́ви-ме́талл
Хевро́н	mHebron [heːpɹɔn]м0{дат.0}
хе́дер	[-дэр]mcheder [heːtεɹ]м нескл
хе́джинг	m síхеджи́рование
хеджи́рование	nhedging [hεtʃː-]ж0-arэк., спец.
хеджи́рование	nhedging [hεtʃː-]ж0-arэк., спец.
хеджи́ровать	хеджи́ру|ю, ~ешь, ~ютipf что-л.hedga [hεtʃ:a]aðio-t эк., спец.
хедж-фо́нд	mhedge fondur [hεtʃː-]мсогл-arэк., спец.
хедла́йнер	[хэ-]mhøvuðsnavnс0о{a/ø}(í framførslu, á konsert o.ø.)
хедха́нтер	[хэдха́нтэр]mheadhuntari[hεthɔ- ]мгл-ariторг.
хек	m: обыкнове́нный {европе́йский} хек (Merluccius merluccius) lýsingurмсогл-ar, heykurмсогл-arпроф.(fiskur), hake [hεik]м0-arпроф.
Хе́льсинки	m indeclHelsinki [hεl̥sɪŋ̊ki]м нескл., Helsingfors [hεl̥sɪŋkꞋfɔʂː]м0{дат.0}
Хем-Бельди́р	m søg.Khem-Beldir[kʰεmpεlˈtiɹ]м0{дат.0}ист. síКызы́л
хеппи-э́нд	mtlm.góður endiмгл-i, happy end [hεʰpːiꞋεnt]м нескл.
хер	Genхер|а́; plur~ы́, ~о́в, ~а́мmtabu!murturмсогл-arтабу, fansurмсогл-arтабу(херverður brúkt eins ogхуй (sí)) =>моржо́вый
хе́рес	msherry [ʃεɹːy], [ʃεɹːi]с0о, sjerri [ʃεɹːi]лпс0о
хе́рить	ipf síпохе́рить1
херня́	ftabu!síхуёвина
херо́вый	adjtabu!lort-вульг., skítнескл.вульг.
Херсо́н	mKherson [kʰεɹꞋsɔnː]м0{дат.0}
Херсоне́с	msøg.Khersonesos [kʰεɹsoꞋneː-]м0{дат.0}
херуви́м	m1.(ангел) kerubur [kʰeꞋruː-]мсогл-ar2.fl.,gml.(о людях) vakurсогл{a/ø}maðurмнепр(мужчина); vøkurсогл{a/ø}konaжгл-a(женщина)
Хестё	m indeclHesturмсогл-ar; на о́строве Хестё í Hesti
хе́ттский	adjhitittiskur [-Ꞌtʰɪʰtː-]соглsk;хе́ттский язы́к hitittisktсприлskt
хетчбэ́к	[хэ-]mhatchback [haʰtʃpεʰkː]м0-ar
хе-хе́	interhe-he
хеште́г	[хэштэ́г]mhashtag [haʃtʰak]с0о{0<>i};с0{+}(в мн тж употребляетсяhashtags)
хиба́рка	plurхиба́р|ки, ~ок, ~камftlm.kroysaжгл-a, veggjakroysaжгл-a
Хива́	fKhiva [kʰiːva]м0{дат.0}
хиджа́б	mhijab [hiˑtʃapː]с0о{дат.0}
хи́жина	fsmáttaжгл-a, kroysaжгл-a
хиле́ть	ipf(pfзахиле́ть)tlm.viknaaði; vera ússaligurглigur, vera {verða} ússaligariсравн
хи́лый	plurхил, хила́ogхи́ла, хи́л|о, ~ыadj1.(слабый) veikurсогл, ússaligurглigur, skroypiligurглigur, skirvisligurглigur2.óvkm.(плохой,слабый - предметах) vánaligurглigur(плохой); skroypiligurглigur
хим.	хи́мия kemi [kʰeꞋmiː], evnafrøðiнп; хими́ческий kemiskur [kʰeː-], evnafrøðiligurнп; хими́ческий заво́д kemisk [kʰeː-] fabrikk [-Ꞌpɹɪʰkː]ннк, evnafrøðiligнпverksmiðjaнп
химата́ка	fkemiskt [kʰeː-]ннкálopс0о, evnafrøðiligtнпálopс0о
химе́ра	f1.myt.(чудовище) Kimera [kʰiꞋmeː-]жгл-a, Chimaera [kʰiꞋmeː-]жгл-a2.list(скульптурное изображение) kimera [kʰiꞋmeː-]жгл-a(í byggilist o.ø.)3.fl.,bókl.(мечта) heilaspuniмгл-i, gykl [tʃiːkl], [tʃɪkl]с0о, fantasifostur [-Ꞌsiː-]ннкс0осн, kimera [kʰiꞋmeː-]интжгл-aкн.4.djór.: европе́йская химе́ра (Chimaera monstrosa) havmús [hau-]жнепр
химери́ческий	adjbókl.uppspunninсоглосн, innbillaður [-tl-]глaður, gyklaður [tʃiːkl-], [tʃɪkl-]глaður
химери́чный	stfхимери́ч|ен, ~на, ~но, ~ныadj síхимери́ческий
химиза́ция	finnføringж0-arav kemiskum [kʰeː-]-tekniskum arbeiðsháttum
хи́мик	mkemikari [kʰeː-]ннкмгл-ariпроф., evnafrøðingurнпмсогл-ar
химика́лии	химика́л|ий, ~иямf plurkemikaliir [kʰeːmiꞋkʰaː-]с0-umмн
химика́т	mkemikalium [kʰeːmiꞋkʰaː-]с0-um
химиотерапи́я	fkemoterapi [kʰeːmo-]ж0-ir, kemo [kʰeːmo]ж0-irнеформ.
хими́ческий	adj1.(кхи́мия) kemiskur [kʰeː-]ннксоглskпроф., evnafrøðligurнпглigur; хими́ческий ана́лиз kemisk analysa [aːnaꞋlyː-]ннкпроф., evnisloysingлпж0-ar; хими́ческая промы́шленность kemiskurннкпроф.ídnaður, evnavøruídnaðurлп; хими́ческое соедине́ние kemiskt forbindilsiннкпроф., evnasambindingлп2.(относящийся к применению в военных целях) kemiskur [kʰeː-]ннксоглskпроф., evnafrøðligurнпглigur, gass-; хими́ческая война́ kemisktннкkríggj, evnafrøðiligtнпkríggj, gasskríggj; хими́ческое ору́жие kemiskннкvápn, evnafrøðiligнпvápn@хими́ческий каранда́шblekkblýantur
хими́чить	хими́ч|у, ~ишь, ~атipf(pfсхими́читьсхими́ч|у, ~ишь, ~ат, нахими́читьнахими́ч|у, ~ишь, ~ат)tlm.svindla [svɪnla]ннкaði, snýtair(t)(обманывать)
хи́мия	fkemi [kʰeꞋmiː]ннкж0-irпроф., evnafrøðiнпжгл-i; бытова́я хи́мия kemiskar [kʰeː-] húsarhaldsvørur [-hal̥s-] =>физи́ческий@
химору́жие	nхими́ческое ору́жиеsíхими́ческий2
химчи́стка	f: хими́ческая чи́стка kemisk [kʰeː-] reinsingж0-ar; отда́тьчто-л.в химчи́стку latao-tinn til kemiska reinsing
хи́на	ftlm.síхини́н
хи́нди	m indeclhindi [hɪntiː]с нескл.
хини́н	mkinin [kʰiꞋniːn]с0о
хи́нный	adjkina- [kʰiː-], kinin- [kʰiꞋniːn-]; хи́нное де́рево (Cinchona) kinatræ
хип	m jarg.hippi(e) [hɪʰpːi]м0-ar{дат.0}, hippiari [hɪʰpːiaɹɪ]мгл-ari
хи́ппи	m indeclhippi(e) [hɪʰpːiː]м0-ar{дат.0}, hippiari [hɪʰpːiaɹɪ]мгл-ari
хи́пстер	mhipstariмгл-ari
хип-хо́п	mhip-hop {hipp hopp}[hɪʰpꞋhɔʰpː]с0о({0<>i})
хип-хо́п-...	hip-hopp [hɪʰpˈhɔʰpː-]-...
хип-хо́пер	mhip-hoppari [hɪʰpˈhɔʰpː-]мгл-ari
хип-хо́повец	Gen, Accхип-хо́повца; plur хип-хо́повц|ы, ~ев, ≈амm hip-hoppari hɪʰpˈhɔʰpː-]мгл-ari
хип-хо́пщик	m tlm.hip-hoppari [hɪʰpˈhɔʰpː-]мгл-ari
хире́ть	ipf síзахире́ть
хирома́нт	mkiromantikari [kʰiːɹoꞋma-]мгл-ari,lógvaspámaðurлпмнепр
хирома́нтия	fkiromanti [kʰiːɹomanꞋtʰiː]ж0-ir, spáanж0-irí hondini
хирома́нтка	plurхирома́нт|ки, ~ок, ~камfkiromantikari [kʰiːɹoꞋma-]мгл-ari(konufólk), lógvaspákonaлпжгл-a
хиропра́ктик	mkiropraktikari[kʰiːɹoˈpʰɹaʰkt-]мгл-ari
хиропра́ктика	mkiropraktikkur[kʰiːɹopʰɹaʰkˈtʰɪ-]мсогл-ar
Хироси́ма	fHiroshima [hiːɹoꞋʃiː-]м нескл.
хиру́рг	mkirurgur [kʰiꞋrʊ-]ннкмсогл-arпроф., skurðlækniнпжгл-i
хирурги́ческий	adjkirurgiskur [kʰiꞋrʊ-]интглskпроф., skurð-нп; хирурги́ческий нож kirurgiskurинтпроф.knívur, skurðknívurнп=>вмеша́тельство
хирурги́я	fkirurgi [kʰirʊɹꞋkiː]интж0-irпроф.(отрасль медицины,метод лечения);skurðviðgerð [-vɪtʃ-]нпж0-ir(лечение)
хит	Genхита́;plurхит|ы́, ~о́в, ~а́мmtlm.hit(t) [hɪʰtː]с0онеформ.,проф.(sera væl umtóktur sangur)
хит-...	hit(t)...
хит-альбо́м	m album [alpʊm]с0о(; 0-ir)við hittum
хити́н	mkitin [kʰiꞋtʰiːn]с0о
хит-ли́ст	mhittlistiмгл-i, topplistiмгл-i
хито́вый	adjtlm.hit(t)- [hɪʰt-]неформ., проф.,síхит
хито́н	m1.søg.(у древних греков) chiton [kʰiˈtʰoːn]ж0-ir2.(в балете)slag av tunika i ballett
хит-пара́д	mhittlistiмгл-i, topplistiмгл-i(við best umtóktu sangunum)
хитре́ц	Gen, Accхитрец|а́; plur~ы́, ~о́в, ~а́мmsnúiðсоглоснfólk, besnissað [-Ꞌsnɪ-]глaðurfólkнеформ., revurмсогл-ar
хитреца́	ftlm.: он с хитрецо́й hann er snúinсоглосн, hann er listilærdurсогл, hann er besnissaður [-Ꞌsnɪ-]глaðurнеформ.; он не без хитрецы́ hann er snúinсоглосн, hann er listilærdurсогл, hann er besnissaður [-Ꞌsnɪ-]глaðurнеформ.; сказа́тьчто-л.с хитрецо́й sigao-tvið við einum snildum yvirbragdi
хитри́ть	хитр|ю́, ~и́шь, ~я́тipf(pfсхитри́тьсхитр|ю́, ~и́шь, ~я́т)1.(действоватьт с хитростью) faraслнó-ó-avið snildum, vera snúinсоглосн., vera listilærdurсогл; lúgvaслнey-u-o{+}(не говорить правды); tosaaðivið kávalæti, geraнепрo-tvið kávalæti (притворяться); lumpaaði(обманывать); хитри́ть с собесе́дником royna at lumpa tann, ið tosað verður við; не верь ему́, он хитри́т trúgv honum ikki, hatta eru tær beru lótir2.tlm.(мудрить) finnaслнa-u-uupp áo-tsnilt, finna upp áo-tútspekuleraðэнкнеформ.,неодобр.; как он ни хитри́л hvussu hann so royndi; как ни хитри́, а сде́лать э́то придётся hvussu tú so roynir at snúgva tær, so má tað gerast; тут не́чего хитри́ть her krevjast ongar snildir
хи́тро	adv1.(с хитростью) snildisliga, smartннк2.(искусно,замысловато) útspekuleraðэнкнеформ.,неодобр., besnissað [-Ꞌsnɪ-]неформ.
хитро́	síхи́тро
хитросплете́ние	n ofta plur bókl.1. (Сложное, вычурное построение)o-tkrønglut,o-tfløkt,o-tkrutlut (усложнённённое);o-tinnvikklaðннк(сложное); хитросплете́ния кни́ги tann fløkta søgugongdin í bókini; разгада́тьчьи-л.хитросплете́ния fáaслнe-i-iskil á teimum fløktu tankunum [tʰаŋ̊к-] hjá [tʃʰɔa]o-m2.(коварные замысли) svikaráðс0омн, lokabrøgdс0о{a/ø}мнкн.,выс.
хи́трость	f1.(кхи́трый) tað at vera snildur, snildheitннкж0-ir; tað at vera lúrin (коварность)2.(приём) snildirж0-irмн; knepннкс0о, listarbragdс0о{a/ø}кн.(коварность); kunsturмсогл-s,-ir(ловкость,фокус); хи́тростью við snildum, snildisliga; пойти́ на хи́трость takaслнó-ó-itil snildir; вое́нная хи́трость snildir í kríggi3.(сложность): вся хи́трость в том, что́бы... vansin er at ...@невелика́ {небольша́я} хи́трость {э́ка хи́трость}tlm.,spott.tað er eingin kunstur, tað er lítið fyri
хитроу́мие	snarræðiсгл-i(находчивость), tað at vera snildurсоглtað at vera útspekuleraðurэнкглaðurнеформ.,неодобр.(хитрость); uppfinnsemi [-Ꞌfɪ-] сгл-i; жгл-i(изобретательность);
хитроу́мный	stfхитроу́м|ен, ~на, ~но, ~ныadjbókl.1.(о человеке) uppfinnsamur [-Ꞌfɪ-]ннксогл{a/o}(изобретательный), snarráðinсоглоснð/d2.(о плане,приспособлении и т.п.) snildurсогл, útspekuleraðurэнкглaðurнеформ.,неодобр.
хи́трый	stfхитёр(sjálds.хитр), хитра́, хи́троogхитро́, хи́трыogхитры́adj1.(лукавый) snildurсогл, útspekuleraðurэнкглaðurнеформ.,неодобр., besnissaður [-Ꞌsnɪ-]глaðurнеформ.; uppfinnsamur [-Ꞌfɪ-]ннксогл{a/o}(изобретательный), snarráðinсоглоснð/d; slyngskur [slɪn̊sk-]соглnsk, lúrinсоглосн(коварный); хи́трая улы́бка eitt lúrið smíl; хи́трый обма́нщик ein snildur snýtari, ein útspekuleraðurэнкнеформ.,неодобр.snýtari, ein besnissaðurнеформ.snýtari; хи́трая уло́вка eitt snilt knepннк, eitt úspekuleraðннкknepннк2.(о плане,приспособлении и т.п.) snildurсогл, útspekuleraðurэнкглaðurнеформ.,неодобр., besnissaður [-Ꞌsnɪ-]глaðurнеформ.; хи́трый ход eitt snilt stig; хи́трый вопро́с ein snildur spurningur; хи́трая поли́тика snildur politikkur [-Ꞌtʰɪ-]3.tlm.(сложный) fløkturсогл, fløkjasligurглigur; snildisligurглigur, útspekuleraðurэнкглaðurнеформ.,неодобр.(хитроумный) =>голь
Хи́ума	fDagö [taːkøː]ж нескл., Hiiumaa [hiːuma]ж нескл.
хихи́канье	ngnisс0о
хихи́кать	ipf(pfхихи́кнутьхи́хи́кн|у, ~ешь, ~ут) gnisaaði
хихи́кнуть	moment síхихи́кать
хище́ние	nstuldurм0осн-s,-ar(воровство); undandrátturм0осн-ar,-ir, fíggjarsvikс0о(растрата)
хи́щник	m1.(животное) rovdjór [rɔu-]с0о, rovdýr [rɔu-]с0о, ránsdjórс0окн., ránsdýrс0окн.(зверь); rovfuglur [rɔu-], [rɔf-]мсогл-ar, ránsfuglurмсогл-arкн.(птица); rovfiskur [rɔu-], [rɔf-]мсогл-ar, ránsfiskurмсогл-arкн.(рыба)2.fl.(человек) røvariмгл-ari, ránsmaðurнпмнепр
хи́щнически	adv: хи́щнически испо́льзоватьчто-л.drívaслнei-i-iránsveiðuav o-m, drívaслнei-i-irovdrift [rɔu-]ннкupp á o-t; хи́щнически лови́ть ры́бу ovveiða [oːvaija] fisk; хи́щнически выруба́ть лес ovhøggа [oːh-] skóg
хи́щнический	adj1.(присущий хищнику) rovdjóra- [rɔu-], ránsdjóra-кн.; хи́щнические инсти́нкты rovdjórainstinkt2.(грабительский, бесхозяйственный) ráns-, rov- [rɔu-]; хи́щническая эксплуата́ция rovdriftннк; хи́щнический лов ры́бы ránsveiða av fiski, ovveiða [oːvaija] av fiski
хи́щничество	n1.(отношение между организмами) rovdýralívsháttur [rɔu-]мсогл-ir{á/æ};согл-ir, rovdjóralívsháttur [rɔu-]мсогл-ir{á/æ};согл-ir2.fl.(отношение между людьми и др.) ránshugurмсогл-ar.-irкн., ránslyndiсгл-iкн., grammheitннкж0-ir(алчность), grammleikiнпмгл-i(алчность)
хи́щный	stfхи́щ|ен, ~на, ~но, ~ныadj1.bert lf(о животных) rov- [rɔu-] , ráns-кн.; хи́щный зверь rovdjór [rɔu-]с0о, rovdýr [rɔu-]с0о, ránsdjórс0окн., ránsdýrс0окн.; хи́щная пти́ца rovfuglur [rɔu-], [rɔf-]мсогл-ar, ránsfuglurмсогл-arкн.2. (жаждущий добычи) ránfúsurсоглкн., выс., grammurсогл(тж алчный), ránskurсоглskкн., выс.(алчный)
хлад	mgml.,skald.kuldiмгл-i
хладаге́нт	m tekn.kølievniсгл-i
хладнокро́вие	nísakøld róж0-ir
хладнокро́вный	stfхладнокро́в|ен, ~на, ~но, ~ныadjpúra róligurглigur, kaldurсогл{a/ø}(róligur), kaldblóðigur [kʰalp-]ннкглigur
хла́дный	stfхла́д|ен, ~на, ~но, ~ныadjgml.,skald.kaldurсогл{a/ø}
хладоэлеме́нт	mkølielementс0о(;0-ir)
хлам	m kollruslс0о, skrambulс0осн, óruddс0о
хлами́да	1.søg.(у древних греков и римлян) chlamys [kʰlaːmʏs]мo-ar(plagg í gamla Rom og Hellas)2.tlm., skemt.(длинная, несуразная одежда)sítt,oskapiligt klædmaplagg
хлеб	mAplurхле́б|ы, ~ов, ~ам1.bert sing(кушание) breyðс0о{0<>i}(hugtakið breyð);чёрный хлеб rugbreyð [rʊp-]; бе́лый хлеб {пшени́чный} хлеб fransbreyð; кусо́к хле́ба a) (ломоть) breyðflís [pɹεf-], breyðbiti [pɹεp-]; b)fl.(средства к существованию) breyð, tað dagliga breyðið; сиде́ть на воде́ и хле́бе sita upp á vatn og breyð2.(каравай) breyðс0о(einstakt breyð)3.(зерно) korn [-tn]с0о; торго́вля хле́бом handil við korniBplurхлеб|а́, ~о́в, ~а́м(в поле) korn [-tn]с0о(á akrinum); урожа́й хлебо́в kornskurður [kʰɔns-], akurskurður; молоти́ть хлеба́ treskja korn@зараба́тывать на кусо́к хле́ба {себе́ на хлеб}tænair(t)fyri sítt breyð;ра́ди куска́ хле́баfyri ein breyðmola [pɹεm-];лиши́тького-л.куска́ хле́баtaka breyðið úr munninumá o-m, taka livibreyðiðннкfrá o-m, taka lívsbreyðiðfrá o-m;отбива́ть хлебу кого-л.taka arbeiðiðfrá o-m;жить на хлеба́ху кого-л.a) veraслнa-ó-eí kosthjá[tʃʰ-]o-m, veraслнa-ó-eí kostarhaldihjá[tʃʰ-]o-m; b) (на чьём-л. иждивении) vera uppihildinсоглоснav o-m, vera forsyrgdur [-Ꞌsɪ-]соглav o-m;не хле́бом еди́ным жив челове́кmenniskjan livir ikki av breyði eina;и то хлебtlm.tað er altíð frægari enn einki =>дома́шний2,естьI @,зерно́2,зре́лище@,ко́рень@,насу́щный@,перебива́ться@,посади́ть3,7,сольI @
хлеба́ть	ipf(pfсхлеба́ть)moment síхлебну́ть)óvkm.1.(пить) elgjair(d){+}o-tí seg, sutlaaðio-t2.(ложкой) slupraaðio-tí seg (súpa) =>несо́лоно
хле́бец	Genхле́бц|а; plur~ы, ~ев, ~амmlítið breyðс0о{0<>i}; хрустя́щие хле́бцы knekkbreyð
хле́бница	fbreyðkurvж0-ar(корзинка), breyðbakkiмгл-i(поднос), breyðskálж0-ir(блюдо)
хлебну́ть	хлебн|у́, ~ёшь, ~у́тmomenttlm.fáaслнe-i-især ein slurkav o-m, fáaслнe-i-især ein munnav o-m@хлебну́ть го́ряtolair(d)nógv ilt;хлебну́ть ли́шнегоfáaслнe-i-inakað væl upp í høvdið [hœtːɪ] =>лихо́I @
хле́бный	adj1.(о печёном хлебе) breyð-; хле́бные кро́шки breyðmolar [pɹεm-]; хле́бный нож breyðknívur2.(о зерне) korn- [-tn-]; хле́бный ры́нок kornmarknaður [-tn-]; хле́бная во́дка kornbrennivín [-tn-]3.(богатый хлебом) við góðum skurði; хле́бный год gott kornár [-tn-]; хле́бный край gott land til korn [-tn]4.tlm.(прибыльный) sum gevur væl av vinningi, sum loysir seg, lukrativur [luː-]интсогл@хле́бное де́рево(Artocarpus) breyðfrukttræ
хлебобу́лочный	adj: хлебобу́лочные изде́лия bakaravørurмн, baksturvøraкн.,офиц.
хлебозаво́д	mbreyðvirki, breyðfabrikkннк
хлебозагото́вки	хлебозагото́в|ок, ~камplur(singхлебозагото́вкаf) innkeypс0оav korni [-tnɪ] (hjá statinum)
хлебопа́шество	nbókl.kornvelting [kʰɔnv-]ж0-ar
хлебопа́шец	Gen, Accхлебопа́шц|а;plur~ы, ~ев, ~амmbóndiмгл-ur, ið veltir korn [-tn]
хлебопёк	m tlm.bakariмгл-ari
хлебопека́рня	fbakarí [-Ꞌrʊi]с0о
хлебопече́ние	nbakingж0-arav breyði
хлебопе́чка	plurхлебопе́ч|ки, ~ек, ~камfbakimaskinaжгл-a
хлебопе́чь	plurхлебопе́чи, хлебопеч|е́й, ~а́мf síхлебопе́чка
хлеборе́зка	plurхлеборе́з|ки, ~ок, ~камfbreyðskerariмгл-ari
хлеборо́б	mhátíð.bóndiмгл-ur, ið veltir korn [-tn]
хлеборо́дный	adjvið góðum skurði; хлеборо́дный год gott kornár [-tn-]
хлебосо́л	mblítt fólkс0о(gestablítt), gestablítt fólkс0о
хлебосо́лка	plurхлебосо́л|ки, ~ок, ~камfblítt konufólkс0о(gestablítt), gestablítt konufólkс0о
хлебосо́льный	stfхлебосо́лен, хлебосо́льн|а, ~о, ~ыadjblíðurгл(gestablíður), gestablíðurгл
хлебосо́льство	nblíðskapur [plʊi̯s-]мсогл-ir(gestablídni), blídniсгл-i(gestablídni), gestablídniсгл-i
хлеботорго́вец	Gen, Accхлеботорго́вц|а;plur~ы, ~ев, ~амmkornhandlari [kʰɔtnhanl-]мгл-ari
хлеботорго́вля	fkornhandil [-tn-]м0осн-s,-ar
хлебоубо́рка	plurхлебоубо́р|ки, ~ок, ~камfkornskurður [kʰɔns-]мсогл-ir, akurskurðurмсогл-ir
хле́б-со́ль	m-ftlm,gml.1.(угощение) maturмсогл-ir(ið verður settur fyri o-n)2.(гостеприимство) blíðskapurмсогл-ir(gestablídni), blídniсгл-i(gestablídni), gestablídniсгл-i@води́ть хлеб-сольс кем-л.veraслнa-ó-evæl kendurvið o-n, veraслнa-ó-evinurvið o-n=>сольI @
хлев	Prpо хле́ве, в хлеву́; plurхлев|а́, ~о́в, ~а́мm1.(для скота) fjósс0о(б.ч. коровий); seyðahúsс0о(для овец)2.fl.(грязное помещение) svínabøliсгл-i, skarvabøliсгл-i, hundabøliсгл-i
хлестако́вщина	fbreggjс0о, gabbс0о, geipс0о
хлеста́ть	хлещу́, хле́щ|ешь, ~утipfАmomentхлестну́тьхлестн|у́, ~ёшь, ~у́т1.Acc(чем-л.) (бить,ударять) pískaaðiВин(við o-m), berjair(d){e/a}{+}Вин(við o-m), sláaслнó-ó-iВин(við o-m); хлеста́ть ло́шадь кну́том píska hestin, berja hestin av við pískinum; хлеста́тького-л.по спине́ sláao-ná bakið2.bert 3. p.(литься) rennaслнa-u-u, fossaaði; дождь хлеста́л в о́кна regnið bardi á rútarnar, regnið glumdi á rútarnar; во́лны хлеста́ли о бе́рег aldurnar bardu móti landinum; вода́ хле́щет из кра́на vatnið fossar úr krananum [kʰɹaː-]; дождь хле́щет regnið stoytir niður, regnið fossar niðurBчто-л.óvkm.(пить в большом количестве) elgjair(d)o-tí seg, kulkaaðio-tí seg; хлеста́ть во́дку kulka brennivín í seg, sutlaaðibrennivín
хлёсткий	stfхлёсток, хлестка́ogхлёстка, хлёстк|о, ~и;compхле́стчеogхлёстче; ogtlm.хле́щеadj1.(сильно хлещущий) hvassurсогл{a/ø}; хлёсткие ве́тки hvassar greinar; хлёсткий ве́тер bítandi vindur2.fl.tlm.,atf.(резкий) bítandiглandi; хлёсткое замеча́ние bítandi viðmerking; хлёсткие слова́ beisk orð, bítandi orð
хлестну́ть	moment síхлеста́ть
хле́стче	comp avхлёсткий
хлёстче	compavхлёсткий
хлещ...	1.хлещу́o.s.fr. pres avхлеста́ть2.хлещи́, хлещи́теimper avхлеста́ть
