г.	1.год2.го́род3.грамм g4.гора́5.господи́н hr.6.госпожа́
ГД1	[гэ-дэ́] Im indeclгла́вный дви́гатель høvuðsmotorur
ГД2	[гэ-дэ́] IIf indeclГосуда́рственная ду́маsíду́ма
Гданьск	mGdansk [keꞋtan̊sk] (редко[ktan̊sk])м0{дат.0}, Danzig [tan̊sɪk]м0{дат.0}уст.
где	Iadv1.interroghvar; где она́? hvar er hon?; вот где a)(róp)har!; her!; b): вот где я рабо́таю her arbeiði eg, tað er her, eg arbeiði; есть где ночева́ть eg fái hús í nátt, eg fái innivist í nátt2.relat og conjдом, где он живёт húsið, har hann býr; húsið, sum hann býr í; я спроси́л, где он eg spurdi, hvar hann var3.staðarhjáorða)óvkm.síгде-нибу́дь; поищи́, не потеря́л ли её где hygg eftir [εʰtː-], um tú ikki hevur mist hana onkustaðni; vita, um tú ikki hevur mist hana onkustaðni; b) вот ты где! ert tú her!, so tað er her tú ert! c ) где … гдеtlm.summastaðni... aðrastaðniIIpart: где ему́! hvussu skal hann kunna!; где (уж) тебе́ (поня́ть)! hvussu skalt tú (kunna) forstanda [-Ꞌsta-]ннкtað!; где (уж) ему́ (кни́гу написа́ть)! hvussu skal hann kunna skriva eina bók!; отдохну́л? - Где отдохну́л! Рабо́ты мно́го hevur tú hildið frí? - Hvussu skal eg halda frí! Eg havi Ꞌ úr at gera; где́ там, где́ тут, где́ уж a) (вовсе нет) slettннкikki, alsнпikki, slættisнпikki; yvirhøvur [-Ꞌhøː-] ikki, absolutt [aʰpsaꞋlutː]энкikki, so langt frá; b) (и речи быть не может) ikki talingur um@где (бы) ниhvar... so, sama hvar; где бы он ни рабо́тал ... hvar hann so arbeiddi...; где бы то ни́ было sama hvar ..., líka mikið hvar ...; не ху́же, чем где бы то ни́ бы́ло ikki verri enn onkrastaðni; лу́чше, чем где бы то ни́ было betri enn onkra aðrastaðni;где ни на естьtlm.hvar tað skal vera =>кто5,тамI 1,уго́дноII
где́-либо	adv síгде́-нибудь
где́-нибудь	advonkustaðni
где́-то	adv1.(где-нибудь) onkustaðni; где́-то разда́лся вы́стрел onkustaðni ljóðaði eitt skot2.tlm.(приблизительно) umleið [-Ꞌlai-], okkurt um, cirka [sɪɹ̥ka]ннк; рубле́й где́-то 2000 einir tvey túsund rublar; он придёт где-то в три hann kemur um trítíðina3.tlm.(когда-то, когда-нибудь) onkuntíð [ɔŋ̊kɪ-] (тж[ɔŋ̊kʊn-])4.(отчасти) fyri ein part; í summar mátar, í onkrar mátar (в некоторых отношениях)
ГДР	[гэ-дэ-э́р]f indeclsøg.Герма́нская Демократи́ческая Респу́блика Týska demokratiska [-Ꞌkʰɹaː-] lýðveldiðофиц., DDR [teteꞋεɹː]с нескл., Eysturtýsklandс0о{a/o}неофиц.
Гды́ня	fGdynia [keꞋtʏɲja] (редко[ktʏɲja])м нескл.
Ге́ба	fmyt.Hebaжгл-a
геби́ст	m síгэби́ст
Гебри́дские острова́	Hebridurnar [-Ꞌprɹiː-]жгл-aмн опр., Suðuroyggjarж0-ar{+}мнкн.,ист.
Гебри́ды	m plur síГебри́дскиеострова́; Но́вые Гебри́дыsíВануа́ту
гегелья́нец	Gen, Accгегелья́нц|а;plur~ы, ~ев, ~амmhegelianari [heːkɪliꞋaː-]мгл-ari
гегелья́нский	adjhegelianskur [heːkɪliꞋaː-]соглnsk
гегелья́нство	nhegelianisma [heːkɪliaꞋnɪ-]жгл-a
гегемо́н	mbókl.leiðandi kraftж0-ir{a/e}(land, stætt o.a.), oddafólkс0о(человек), oddalandс0о{a/o}(государство); ráðandiмприл(stætt и т.п.)
гегемони́зм	mhegemonisma [heːkɪmoꞋnɪ-]интжгл-a
гегемони́стский	adjhegemonistiskur [heːkɪmoꞋnɪ-]интсоглsk
гегемо́ния	fhegemoni [heːkɪmoꞋniː]интж0-ir
гедони́зм	mhedonisma [hetoꞋnɪ-]жгл-a
гедони́ст	mhedonistur [hetoꞋnɪ-]мсогл-ar
гее́нна	fkirk.гее́нна (о́гненная) helvitiсгл-i, helvitis eldurмсогл-ar
гей	msamkyndurмприл, geykariмгл-ariпренебр., gjeikari [tʃεi-]мгл-ariпренебр., bøssiмгл-iпренебр.
Ге́йгер	m: счётчик Ге́йгера geigerteljari [kaikεɹ-]мгл-ari
ге́йзер	mgeysir [kεisɪɹ]м0-ar{0<>i}, (heit) goskeldaжгл-aгеол.
гейм	mumfarс0o{a/ø}(í tennis)
ге́ймер	m jarg.gamari [kεim-]мгл-arжарг.
ге́йминг	mgaming  [kεim-]с0о
геймпа́д	mgamepad [kεimpʰat]с0{дат.0}, joypad [tʃɔipʰat]с0{дат.0}
гей-пара́д	m síгей-пра́йд
гей-пра́йд	mpride [pʰɹait]ж0-ir(skrúðgonga o.a. hjá LGBT o.ø.)
ге́йша	fgeisha [kaiʃa]ж0-ir(;гл-a)
Гека́та	fmyt.Hekate [heꞋkʰatε]ж нескл.
гекато́мба	fsøg., fl.hekatomba [heːkaꞋtʰɔ-]жгл-a
гекза́метр	mheksametur [-Ꞌmeː-]с0осн
гекса́эдр	mheksaedur [-Ꞌeːt-]с0оснспец.
гекта́р	mhektariмгл-ari
гектова́тт	mhektowatt [-vaʰtː]с0o
гектогра́мм	mhektogrammс0o
гекто́граф	mhektografur [-Ꞌkɹaː-]мсогл-ar
гектографи́ровать	гектографи́ру|ю, ~ешь, ~ютipf что-л.hektografera [-Ꞌfeː-]aðio-t
гектографи́ческий	adjhektografiskur [-Ꞌkɹaː-]соглsk
гектоли́тр	mhektoliturм0осн-s,-ar
Ге́ктор	mmyt. Hektor [hεʰktoɹ]м0{дат.0}
Геку́ба	fmyt.Hekuba [-Ꞌkʰuː-]жгл-a
ге́лиевый	adjhelium- [heːliʊm-]
ге́лий	mhelium [heːliʊm]с0o({0<>i})
гелио́граф	mheliografur [heːlioꞋkɹaː-]мсогл-arспец.
Ге́лиос	mmyt. Helios [heːliɔs]м0-ar{0<>i}
гелиоте́хника	fgagnnýtingж0-arav sólarorku (vísindi,teknikkur)
гелиотро́п	m1.plant.(растение) (Heliotropium) heliotrop [heːlioꞋtʰɹoːp]ж0-ir2.min.(минерал) heliotropur [heːlioꞋtʰɹoːp-]мсогл-ar
гелиоцентри́зм	mtann heliocentriska [heːlioꞋsε-]интskipaninж0-irопр., tað heliocentriska [heːlioꞋsε-]интsystemið [syꞋsteː-]ннкс0оопр.проф.
гелиоцентри́ческий	adjheliocentriskur [heːlioꞋsε-]интсоглskпроф., sólmiðju-лп; гелиоцентри́ческая систе́ма tað heliocentriska systemið [syꞋsteː-]ннк, tann heliocentriska skipaninнп
гель	mgel [kεlː]с0о({0<>i})
гельми́нт	minnvølsormurмсогл-ar, búkormurмсогл-ar
гельминто́з	mormasjúkaжгл-a(elvd av innvølsormi)
гельминтоло́гия	fhelmintologi [-Ꞌkiː]ж0-irмед., læranжгл-aопр.um innvølsorm
Гельсингфо́рс	msøg.Helsingfors [hεl̥sɪŋkꞋfɔʂː]м0{дат.0};м нескл.,síХельси́нки
гемати́т	mhematitt [-Ꞌtʰɪʰtː]с0омин., blóðsteinurмсогл-arмин.
гематоге́н	mhematogen [heːmatoꞋkeːn]с0о(preparat úr djórablóði,siroppi o.ø.;hevur verið brúkt fyri blóðmangul)
гемато́лог	mhematologur [heːmatoˈloːk-]мсогл-arмед.
гематологи́ческий	adjhematologiskur [heːmatoˈloːk-]соглskмед.
гематоло́гия	fhematologi [heːmatoloꞋkiː]ж0-irмед
гемато́ма	fblóðmeltingж0-ar, blóðkýliсгл-i(undir húðini), hematom [-Ꞌtʰoːm]с0омед
ге́мма	fsteinurмсогл-arvið skurði (brúktur sum stempul,innsigli ella prýði)
гемоглоби́н	mhemoglobin [-Ꞌpiːn]с0о({0<>i}), blóðreyðiлпмгл-i; коли́чество гемоглоби́на blóðprosentс0о
геморроида́льный	adjhemorroidu- {hemoridu-} [heːmoꞋrɪːtɪ-]; геморроида́льная ши́шка hemmorroiduknútur [heːmoꞋrɪːtɪ-]мсогл-ar
геморро́й	mhemorroidur [heːmoꞋrɪːt-]ннкжгл-aмнпроф., hemoridur [heːmoꞋrɪːt-]ннкжгл-aмнпроф., gyllinæðr [tʃɪtlɪnakɹ]ж0-arкн., taggurжгл-aмнкн.
гемофили́я	fbløðarasjúkaжгл-a, hemofili [heːmofiꞋliː]ж0-irмед
ген	mgen [keːn]интс0о, ílega [-leːva]нпжгл-a
ге́ндер	mkynс0о({+})(sosialt, biologiskt)
ге́ндерно-нейтра́льный	[-дэ-]stfге́ндерно-нейтра́лен, ге́ндерно-нейтра́льн|а, ~о, ~ыadjkynsneutralur [-nœutʰɹaː-]согл
ге́ндерный	adjkyns-
генеалоги́ческий	adjættargranskingar-; генеалоги́ческая табли́ца ættartalvaжгл-a; генеалоги́ческое де́рево ættartræ, ættartalс0о{a/ø}, stammtalvaннкжгл-a
генеало́гия	fættfrøðiжгл-i, ættargranskingж0-ar; ættartalvaжгл-a(родословная)
ге́незис	[-нэ-]mbókl.uppruniмгл-i, uppkomaжгл-a
генера́л	mgeneralur [keːnɪˈraː-]мсогл-ar; herforingiмгл-iкн.,выс., ист.,, herhøvdingiмгл-iкн.,выс.,ист.
генера́л-губерна́тор	msøg.generalguvernørur [keːnɪꞋraː-]мсогл-ar; landshøvdingi [lan̊s-]мгл-iист.
генера́л-дире́ктор	maðalstjóri [-stj-]мгл-i
генерали́ссимус	mgeneralissimus [keːnɪraꞋlɪsː-]м0-ar({0<>i})кн.,публ.,ред.
генералите́т	m koll.ovasta herleiðslanжгл-аопр; generalarnir [keːnɪˈraː-]мсогл-arмн опр
генера́л-лейтена́нт	mgeneralloytnantur [keːnɪꞋraː-]мсогл-ar
генера́л-майо́р	mgeneralmajorur [keːnɪꞋraː-]мсогл-ar
генера́л-полко́вник	mgeneraloberstur [keːnɪꞋraː-]мсогл-ar
генера́льный	adj1.(главный,ведущий) høvuðs-; генера́льная ли́ния aðallinja, meginkós; генера́льный секрета́рь aðalskrivari, generalsekreterur [keːnɪꞋraː-]ннк; генера́льое ко́нсульство aðalkonsulat [-laːt], generalkonsulat [keːnɪꞋraːlkʰɔnsulaːt]ннк; генера́льный ко́нсул aðalkonsul, generalkonsul [keːnɪꞋraː-]ннк; генера́льный дире́ктор aðalstjóri [-stj-]; генера́льный секрета́рь aðalskrivari2.(всеобщий,коренной) høvuðs-; генера́льная убо́рка høvuðsreingerð; генера́льная сти́рка stórvask; генера́льная реви́зия fullkomin endurskoðan; генера́льный план heildarætlan@генера́льное сраже́ниеtann avgerandi bardagin =>ассамбле́я@,груз2,прокуро́р,репети́ция,штат@
генера́льский	adjgenerals- [keːnɪꞋraː-]; генера́льская фо́рма general(s)uniformur [keːnɪꞋraː-]ннк, generalsbúni [keːnɪꞋraː-]
генера́льство	ngeneralstign [keːnɪꞋraː-]ж0-ir
генера́льша	ftlm.konaжгл-aein general [keːnɪꞋraːl]
генера́тор	mgenerator [keːnɪꞋraːtoɹ]м0-tor; генера́тор переме́нного то́ка veksilstreymsgenerator; генера́тор постоя́нного то́ка javnstreymsgenerator; ква́нтевый {опти́ческий} генера́тор lasari [lεisa-], [laː-]мгл-ari
генера́торный	adjgenerator- [keːnɪꞋraːtoɹ-]; генера́торный газ generatorgass
генера́ция	f1.biol.(поколение) ættarliðс0о, generatión [keːnɪraꞋʃɔun]ннкж0-ir2.el.(воспроизведение) generering [keːnɪꞋreː-]ж0-arтехн., framleiðslaжгл-a(av elektrisiteti)
гене́тик	marvafrøðingurнпмсогл-ar, genetikari [keꞋneː-]ннкмгл-ariпроф.
гене́тика	farvafrøðiжгл-i, arvalæraжгл-a, genetikk [keːnɪꞋtʰɪʰkː]ннкж0-irпроф.
генети́ческий	adjarva-, genetiskur [keꞋneː-]ннксоглskпроф.; генети́ческий код arvakodan {arvakotan}, tann genetiskaннкпрофkodan {kotan}
гениа́льность	fflogvitнпс0о, genialitetur [keːnialiꞋtʰeː-]ннкмсогл-ar
гениа́льный	stfгениа́лен, гениа́льн|а, ~о, ~ыadjflogvitugurнпглugur, genialur [keːniꞋaːl-]ннксогл
ге́ний	m1.(о человеке) flogvitс0о, geni [ʃeꞋniː]ннкс0о(;0-ir)2.(талант) flogvitс0о, snildargávurжгл-aмн3.myt.: до́брый ге́ний verndarandiмгл-i; fylgjaжгл-aэтн.; злой ге́ний illur [ɪtl-] andi
генита́лии	f plurkynsgøgnнпс0o{a/ø}мн, kynsorgan [-ɔɹˌkaːn]ннкс0oмн, skøpс0o{a/ø}мнкн.,спец.,genitaliur [keːniˈtʰaːli-]жгл-aмн проф/
генита́льный	adjgenitalur [keːniˈtʰaː-]ннксоглпроф., genital- [keːniˈtʰaːl-]ннкпроф., kyns-
ге́нный	adj: ге́нная инжене́рия gentøkni [keːn-]жгл-i, ílegutøkni [-leːvʊ-]лпжгл-i
геноко́д	m síгенети́ческийкод
гено́м	mgenom [keˑnoːm]с0о
гено́мный	ngenom- [keˑnoːm-]
геноти́п	mgenotypa [keːotʰyˑ-]жгл-aспец.
геноци́д	mfólkamorðс0o
генпрокурату́ра	fгенера́льная прокурату́ра ríkisákæruvaldið
генсе́к	mгенера́льный секрета́рь aðalskrivariмгл-ari
генуэ́зец	Gen, Accгенуэ́з|ца; ~цы, ~цев, ~цамmgenuesari [keːnuꞋeː-]мгл-ari
генуэ́зский	adjgenuesiskur [keːnuꞋeː-]соглsk
Ге́нуя	fGenova [keː-]м неск., Genua [keːnʊwa]м нескл.
геншта́б	mгенера́льный штаб,síштаб
гео́граф	mlandafrøðingurнпмсогл-ar, geografur [keːoꞋkɹaː-]ннкмсогл-ar
географи́ческий	adjlandafrøðiligurнпглigur, geografiskur [-Ꞌkɹaː-]ннксоглsk; географи́ческое назва́ние staðarnavn; географи́ческое положе́ние landafrøðilig støðaофиц.
геогра́фия	f1.(наука,предмет) landafrøðiнпжгл-i, geografi [keːokɹaꞋfiː-]ннкж0-ir, landalæraжгл-a(ос. как школьный предмет)2.(распространение) útbreiðslaжгл-a3.(учебник) landalæraжгл-a(lærubók) =>физи́ческий@,экономи́ческий1
геодези́ст	[-дэ-]mlandmálari [lanm-]мгл-ari, landmátari [lanm-]мгл-ari; geodetur [keːoꞋteː-]интмсогл-ar
геодези́ческий	[-дэ-]adjgeodetiskur [keːoꞋteː-]соглskспец.; landmátingar- [lanm-]; геодези́ческий пункт fixpunkt [fɪʰks-]спец.
геоде́зия	[-дэ-]f(практическая деятельность) landmáting [lanm-]ж0-ar; geodesi [keːoteꞋsiː-]интж0-ir, landmátingarfrøði [lanm-]лпжгл-i(отрасль науки)
гео́дия	f(род Geodia) osturсогл-arмор.(slag av svampi, ið veksur á havbotninum)
гео́лог	mjarðfrøðingur [jaɹ̥-] (тж[jεaɹ-])мсогл-ar, geologur [keːoloꞋk-]ннкмсогл-arпроф.
геологи́ческий	adjjarðfrøðiligur [jaɹ̥-]глigur(тж[jεaɹ-]), geologiskur [keːoꞋloːk-]ннксоглskпроф.
геоло́гия	fjarðfrøði [jaɹ̥f-] (тж[jεaɹf])жгл-i, geologi  [keːoloˈkiː]ннкж0-irпроф.
геологоразве́дка	plurгеологоразве́д|ки, ~ок, ~камfjarðfrøðikanningж0-ar, geologisk [keːoꞋloːk-]ннкпроф.kanningж0-ar; геологоразве́дка не́фти oljuleitingж0-ar
геологоразве́дочный	adj: вести́ геологоразве́дочные рабо́ты geraнепрjarðfrøðikanningar, geraнепрgeologiskar [keːoꞋloːk-]ннкпроф.kanningar, leitaaði(eftir olju o.o.)
геологоразве́дчик	mserfrøðimgurмсогл-arí jarðfrøðiligum leitingararbeiði
геомагни́тный	adjgeomagnetiskur [ˈkeːomakˌneː-]соглsk; геомагни́тный по́люс magnetiskur [-Ꞌneː-] pólur (jarðar) =>бу́ря
гео́метр	mgeometrikari [keːoˈmeː-]мгл-ari, mátingarfrøðingurлпмсогл-ar
геометри́ческий	adjgeometriskur [keːoꞋmeː-]соглsk, mátingarfrøðiligurлпглigur=>те́ло2
геоме́трия	fgeometri [keːomeꞋtʰɹiː]ж0-ir, mátingarfrøðiлпжгл-i=>начерта́тельный
геоморфоло́гия	fgeomorfologi [Ꞌkeːomɔɹ̥foloˌkiː]ж0-irспец.
геополи́тика	fgeopolitikkur [keːo-]мсогл-ar
геополити́ческий	adjgeopolitiskur [keːopʰolɪʰtː-]соглsk
Гео́ргиевский	adj: Гео́ргиевский крест Georgijkrossurin [keꞋɔɹki-] (hernaðarordan í Russlandi frá 1769); Гео́ргиевский кавале́р riddari av Georgijordaninum
георги́н	m(Dahlia) dahlia [taːlia]жгл-a, georgina [keɔɹꞋkiː-]жгл-a
георги́на	ffakm.síгеорги́н
геотекто́ника	fgeotektonikk [ˌkeːotʰεʰktoꞋnɪʰkː]ж0-irспец.(наука); jarðskorpurøringarж0-arмн(движения земной коры)
геотермина́льный	adjjarðhita-; геотермина́льная энерге́тика [-нэ- jarðhiti
геофи́зик	mgeofysikari [keːoꞋfyː-]ннкмгл-ariпроф., jarðalisfrøðingurлпмсогл-ar
геофи́зика	fgeofysikk [keːofysɪʰkː]ннкпрофж0-ir, jarðalisfrøðiнпжгл-i
геофизи́ческий	adjgeofysiskur [keːoꞋfyː-]ннксоглskпроф, jarðalisfrøði-нп, jarðalisfrøðiligurнпглigur
геоцентри́зм	mtann geocentriska [keːoꞋsε-]интskipaninж0-irопр., tað geocentriska [keːoꞋsε-]интsystemið [syꞋsteː-]ннкс0оопр.проф.
геоцентри́ческий	adjgeocentriskur [keːoꞋsε-]интсоглsk, jarðarmiðsøkinлпсоглосн
гепа́рд	m(Acinonyx jubatus) gepardur [keꞋpʰa-]мсогл-ar
гепати́т	mlivurbetendilsiннксгл-i, livrabruniнпмгл-i, hepatitis [heːpaꞋtʰiːtɪs]с0{дат.0}спец.
Ге́ра	fmyt.Heraжгл-a
Гера́кл	mmyt.Herakles [heːɹaʰklεs]м0-ar{0<>i}; 12 по́двигов Гера́кла tey tólv brøgdini hjá [tʃʰ-] Herakles, tólv brøgd Heraklesarкн.
гера́льдика	fheraldikkur [heːɹalꞋtɪʰkː-]интмсогл-ar, skjaldarmerkjafrøðiлпжгл-i
геральди́ческий	adjheraldiskur [-Ꞌral-]интсоглsk, skjaldarmerkjafrøðiligurлпглigur
гера́нь	f1.(Geranium) sortugrasс0o{a/ø}(дикая); gerania [keꞋraː-]жгл-a(домашняя)2.(Pelargonium) pelargonia [pʰeːlaɹꞋkoː-]жгл-a
герб	Genгерб|а́;plur~ы́, ~о́в, ~а́мmvápnс0о(skjaldarmerki), skjaldarmerkiсгл-iкн.; госуда́рственный герб ríkisvápn; городско́й герб býarvápn; родово́й герб ættarskjøldurс0осн
герба́рий	mherbarium [-Ꞌpaː-]интпроф.с0-um, plantusavnс0о{a/ø}
гербици́д	mplantugiftннкж0-ir, plantueiturнпс0осн
ге́рбовый	adjvápna- (skjaldarmerkis-), við vápni (skjaldarmerki)@ге́рбовая бума́гаstempulpappírс0о(;0-ir);ге́рбовая ма́ркаstempulmerkiсгл-i;ге́рбовый сборstempulgjaldс0о{a/ø};за неиме́нием гербово́й пи́шут на просто́йorðt.mangt er í neyðini nýttпог.
гериа́тр	mgeriatari [keːɹiˈaː-]мгл-ariмед., спец..eldralækniмгл-i
гериатри́я	fgeriatri [keːɹijaꞋtʰɹiː]ж0-irспец., aldurdómsfrøðiлпжгл-i
гери́лья	f1.søg.(в Испании и Латинской Америке) guerillakríggj [keˈrɪʎja-]с0о{+}{0<>i}(serl. í Spania og Latínamerika)2.(партизанская война) guerillakríggj [keˈrɪʎja-]с0о{+}{0<>i}; городска́я гери́лья býarguerillakríggj  [-kerɪʎja-]с0о{+}{0<>i}
Геркуле́с1	Immyt.Herkules [hεɹ̥kʰuːlεs]м0-ar{0<>i}
геркуле́с2	IIm1.(силач) kempaжгл-a, kallmaðurмнепр2.(крупа) (valsað) havragrýnс0о
геркуле́сов	adjherkules- [hεɹ̥kʰulεs-]@геркуле́сов трудherkulesarbeiði [hεɹ̥kʰulεs-];дойти́ до геркуле́совых столпо́в {столбо́в}náa langt, náa ovastu tindarnar
гёрлфре́нд	[-рэ-]f indecl tlm.gentaжгл-a(sum o-r gongur við)i
герма́нец	Gen, Accгерма́нц|а;plur~ы, ~ев, ~амmsøg.germanari [kεɹꞋmaː-]мгл-ari, germani [kεɹꞋmaː-]нпмгл-i
германизи́ровать	германизи́ру|ю, ~ешь, ~ютipf/pf AccgeraнепрВинtýskan, germanisera [kεɹmaːniꞋseː-]aðiВин
герма́ний	mgermanium [kεɹˈmaːnijʊm]с0o({0<>i})
германи́ст	mgermanistur [kεɹmaꞋnɪst-]мсогл-arспец., serfrøðingurмсогл-arí germanskum [kεɹꞋmaː-] málum
германи́стика	fgermanistikkur [kεɹmaːniꞋstɪ-]мсогл-arспец., vísindiсгл-iмнum germansk [kεɹꞋmaː-] mál
Герма́ния	f1.(ист. и современное государство,ФРГ) Týskland [tʊʃk-]с0о{а|о}2.søg.(древняя) Germanien [kεɹꞋmaː-]ннкс0{дат.0},Germania [kεɹꞋmaː-]нпс нескл.
германофи́л	mgermanofilur [kεɹmanoˈfiː-]интмсогл-ar
германофо́б	mgermanofobur [kεɹmanoˈfoː-]интмсогл-ar
Герма́нская Демократи́ческая Респу́блика	søg.Týska demokratiska [-Ꞌkʰɹaː-] lýðveldiðсгл-iопр.; Eysturtýsklandс0о{a/o}неофиц.
герма́нский	adj1.søg.,mál.(о древних германцах;языках и др.) germanskur [kεɹꞋmaː-]соглnsk; герма́нские языки́ tey germansku málini2.(немецкий) týskur [tʰʊʃk-]соглsk(ríki o.a.); герма́нское госуда́рство tann týski [tʰʊʃtʃɪ] staturin [sta-]
гермафроди́т	mtvíkynjað veraжгл-a; hermafrodittur [-Ꞌtɪ-]интмсогл-ar, tvítulingurмсогл-arкн.,уст.; ærviðri [aɹvɪkɹɪ]сгл-i(овца); valaжгл-a(курица)
Герме́с	mmyt.Hermes [hεɹmεs]м0-ar{0<>i}
гермети́чески	advhermetiskt [-Ꞌmeː-]; гермети́чески закры́тый hermetiskt afturlatin [aʰtː-], lufttætt afturlatin [aʰtː-] (воздухонепроницаемо), gasstætt afturlatin [aʰtː-] (газонепроницаемо), vatntætt [vant-] afturlatin [aʰtː-] (водонепроницаемо)
гермети́ческий	adjhermetiskur [-Ꞌmeː-]соглsk, lufttætturсогл{æ/ø}(воздухонепроницемый), gasstætturсогл{æ/ø}(газонепроницаемый), vatntættur [vant-]согл{æ/ø}(водонепроницаемый)
гермети́чность	ftað at vera lufttætturсогл{æ/ø}(воздухонепроницаемый), tað at vera gasstættur (газонепроницаемый), tað at vera gasstættur vatntættur [vant-]согл{æ/ø}(водонепроницаемый); испыта́ние на гермети́чность spuliprøviмор.
гермети́чный	stfгермети́ч|ен, ~на, ~но, ~ныadj síгермети́ческий
героиза́ция	f кого-л.dyrkanж0-irav o-msum hetja
герои́зм	mhetjuskapurмсогл-ir; hetjudirviсгл-i(отвага)
герои́н	mheroin [heːɹoꞋiːn]с0о({0<>i})
герои́ня	fhetjaжгл-a, kappiмгл-i(konufólk),sí eis.геро́й
герои́ческий	adj1.(проникнутый героизмом) kappa-, hetju-; heroiskur [-Ꞌroː-]ннксоглsk, hetjuligurглigur; герои́ческий по́двиг (kappa)bragd, avreksverk [auɹɪs-]; герои́ческая эпо́ха hetjuøld2.(очень трудный): герои́ческое реше́ние ein tung avgerð3.bókm.(изображающий героев) kappa-, hetju-; герои́ческая поэ́ма kappakvæði, hetjukvæði
геро́й	m1.(человек,совершивший подвиги и т.п.) hetjaжгл-a, kappiмгл-i; геро́й на́шего вре́мени ein hetja í okkara tíð2.(главное действующее лицо) høvuðspersónurмсогл-ar(í skaldsøgu,filmi o.ø.); høvuðsleikariмгл-ari(главная роль в фильме); søguhetjaжгл-aлит.(герой романа и т.п.)@Геро́й Сове́тского Сою́заsovjet.Sovjethetja [-Ꞌjεʰt-]жгл-a(sovjettiskt heiðursnavn og -merki);Геро́й Социалисти́ческого Труда́sovjet.Hetjaжгл-ahins sosialistiska [soːsiaꞋlɪ-] arbeiðis (sovjettiskt heiðursnavn og -merki);Геро́й Росси́иHetjaжгл-aav Russlandi (russiskt heiðursnavn og -merki) =>го́род1,смертьI 1
геро́йский	adj síгерои́ческий
геро́йство	n síгерои́зм
геро́льд	mheroldurмсогл-arист.
геронто́лог	mgerontologur [kerɔn̊toꞋloːk-]мсогл-arмед., ellifrøðingur [εtl-]лпмсогл-ar
геронтоло́гия	fgerontologi [kerɔn̊toloꞋkiː]ж0омед., ellifrøði [εtl-]лпжгл-i
Геростра́т	mHerostrat [heːɹoꞋstɹaːt]м0{дат.0}; ла́вры Геростра́та herostratiskt [heːɹoꞋstɹaːt-] gitiсгл-i
геростра́товский	adj: геростра́товская сла́ва herostratiskt [heːɹoꞋstɹaːt-] giti
геру́ндий	mgerundium [keˈrʊntijʊm]с0о{дат.0}спец., грам.
герц	mhertz [hεɹ̥ts]с0о(сокр. Hz)
ге́рцог	mhertogiмгл-i
герцоги́ня	fhertoginna [hεɹ̥t̆uꞋɪnta] (реже[hεɹ̥toꞋɪnːa]кн.)жгл-a
ге́рцогский	adjhertoga- (тж[hεɹ̥tʰuːwa-])
ге́рцогство	nhertogadømi (тж[hεɹ̥tʰuːwa-])сгл-i
геста́по	n indeclgestapo [kεsꞋtaːpo]с0-гл(тк неопр.)
геста́повец	Gen, Accгеста́повц|а;plur~ы, ~ев, ~амmgestapomaður [kεsꞋtaːpo-]мнепр
Гётебо́рг	[-тэ-]mGøteborg [jøːtɪꞋpɔ-], [køːtɪꞋpɔ-]м0{дат.0}
гете́ра	[-тэ́-]fhetera [heꞋtʰeː-]жгл-aист.
гетероге́нный	[-тэ-]adjfakm.heterogenur [heːtʰeɹoꞋkeː-], [Ꞌheːteːɹokeː-]соглспец; ymisligurглigur(разнородный)
гетеросексуа́льный	[-тэ-]adjheteroseksuellurинтсогл, hinskyndurнпсогл
ге́тман	msøg.hetman [hεʰtmanː]м0-ar(kosakkahøvdingi í Ukraina;herhøvdingi í Pollandi)
ге́тры	гетр, ге́трамf plur(singге́тра) gamassjur [-Ꞌmaʃː-]жгл-aмн
ге́тто	n indeclghetto [kεʰtːo]ж0-ir; jødabýlingurмсогл-ar(тк о еврейском квартале)
геть	inter óvkm.slepp tær avstað [aˈstεa], pilla ˈav við tærгрубо, бран., far at [ɔa] fjandanum til (við tær)бран.
геше́фт	m jarg.1. (мeлкая сделка) spekulatión [-Ꞌʃɔun]ж0-irнеодобр.(handil)2. (выгода) vinningurмсогл-ar, úrtøka [ʏɹ̥t-]жгл-a(av o-m, sum átti at verið ósjálvsøkið)
г-жа	госпожа́ frú
гиалуро́новый	adj: гиалуро́новая кислота́ hyaluronsyra [hyːjaluˈroːnsyː-]ннкжгл-a, hyaluronsýra [hyːjaluˈroːn-]нпжгл-aспец.
гиаци́нт	m1.plant.(Hyacinthus) hyasint {hyacint} [hyːjaꞋsɪn̊t]жгл-ir2.jarðf.(минерал) hyasint {hyacint} [hyːjaꞋsɪn̊t]с0о(mineral)
гиббо́н	mgibbon [kɪˈpoːn]ж0-ir
ГИБДД	[гэ-и-бэ-дэ-дэ́]f indeclГосуда́рственная инспе́кция безопа́сности доро́жного движе́ния Ríkiseftirlitið [-εʰtː-] við ferðslutrygd (ferðslupoliti)
